ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
A29096,-22.9642,-43.20366,2026-04-07 15:53:34-03:00,1,461,2026-04-07 15:53:43-03:00,2026-04-07 15:53:54-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,9.0,11.0
C50006,-22.94388,-43.18129,2026-04-07 15:52:22-03:00,45,LECD137,2026-04-07 15:52:25-03:00,2026-04-07 15:52:36-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,3.0,11.0
C30070,-22.98844,-43.22777,2026-04-07 16:17:16-03:00,0,557,2026-04-07 16:17:20-03:00,2026-04-07 16:17:32-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,4.0,12.0
C47526,-22.92399,-43.31333,2026-04-07 15:57:38-03:00,28,390,2026-04-07 15:57:56-03:00,2026-04-07 15:57:59-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,18.0,3.0
D86211,-22.89405,-43.53372,2026-04-07 16:29:54-03:00,25,802,2026-04-07 16:29:57-03:00,2026-04-07 16:30:09-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,3.0,12.0
C30210,-22.91974,-43.34348,2026-04-07 15:50:51-03:00,0,859,2026-04-07 15:51:03-03:00,2026-04-07 15:51:20-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,12.0,17.0
B25592,-22.92623,-43.23519,2026-04-07 16:32:51-03:00,0,606,2026-04-07 16:32:56-03:00,2026-04-07 16:32:59-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,5.0,3.0
C47870,-22.90195,-43.27592,2026-04-07 16:15:16-03:00,13,692,2026-04-07 16:15:23-03:00,2026-04-07 16:15:58-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,7.0,35.0
D86285,-22.91031,-43.56459,2026-04-07 15:52:06-03:00,1,855,2026-04-07 15:52:14-03:00,2026-04-07 15:52:30-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,8.0,16.0
C44591,-22.86106,-43.35542,2026-04-07 15:51:33-03:00,0,712,2026-04-07 15:51:36-03:00,2026-04-07 15:52:03-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,3.0,27.0
A29186,-22.86865,-43.29232,2026-04-07 15:39:29-03:00,0,OPER.,2026-04-07 15:50:45-03:00,2026-04-07 15:50:50-03:00,2026-04-07 16:43:46,2026-04-07,15,39,Tuesday,676.0,5.0
C50116,-22.90453,-43.19242,2026-04-07 16:07:04-03:00,0,LECD137,2026-04-07 16:07:10-03:00,2026-04-07 16:07:26-03:00,2026-04-07 16:43:46,2026-04-07,16,7,Tuesday,6.0,16.0
A29136,-22.95396,-43.16893,2026-04-07 16:06:40-03:00,0,513,2026-04-07 16:06:45-03:00,2026-04-07 16:07:12-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,5.0,27.0
B63083,-22.91284,-43.22592,2026-04-07 16:00:20-03:00,16,SVB665,2026-04-07 16:00:29-03:00,2026-04-07 16:00:58-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,9.0,29.0
B27031,-22.83941,-43.27325,2026-04-07 16:29:19-03:00,29,940,2026-04-07 16:29:24-03:00,2026-04-07 16:29:45-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,5.0,21.0
D13190,-22.93744,-43.3372,2026-04-07 16:13:08-03:00,18,600,2026-04-07 16:13:17-03:00,2026-04-07 16:13:54-03:00,2026-04-07 16:43:46,2026-04-07,16,13,Tuesday,9.0,37.0
C30346,-23.0069,-43.30457,2026-04-07 15:47:41-03:00,19,550,2026-04-07 15:47:46-03:00,2026-04-07 15:48:14-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,5.0,28.0
D53614,-22.89329,-43.48236,2026-04-07 15:52:34-03:00,12,SR393,2026-04-07 15:52:44-03:00,2026-04-07 15:53:05-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,10.0,21.0
D86236,-22.84478,-43.32343,2026-04-07 16:35:47-03:00,0,918,2026-04-07 16:35:58-03:00,2026-04-07 16:36:21-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,11.0,23.0
C50109,-22.92438,-43.23323,2026-04-07 16:15:57-03:00,1,LECD129,2026-04-07 16:16:06-03:00,2026-04-07 16:16:09-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,9.0,3.0
B51627,-22.88624,-43.30262,2026-04-07 16:11:11-03:00,27,917,2026-04-07 16:11:21-03:00,2026-04-07 16:11:33-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,10.0,12.0
A72014,-22.97939,-43.22666,2026-04-07 16:40:39-03:00,15,LECD134,2026-04-07 16:40:49-03:00,2026-04-07 16:40:52-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,10.0,3.0
D13117,-22.87704,-43.42157,2026-04-07 15:50:47-03:00,20,803,2026-04-07 15:50:53-03:00,2026-04-07 15:51:19-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,6.0,26.0
D17512,-22.91678,-43.60859,2026-04-07 16:35:49-03:00,1,2307,2026-04-07 16:36:14-03:00,2026-04-07 16:36:30-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,25.0,16.0
C47698,-22.91009,-43.27577,2026-04-07 16:30:42-03:00,0,353,2026-04-07 16:30:52-03:00,2026-04-07 16:31:22-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,10.0,30.0
B31055,-22.88583,-43.23498,2026-04-07 16:10:40-03:00,5,483,2026-04-07 16:10:43-03:00,2026-04-07 16:11:05-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,3.0,22.0
C50050,-22.98169,-43.30063,2026-04-07 16:39:08-03:00,31,645,2026-04-07 16:39:15-03:00,2026-04-07 16:39:40-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,7.0,25.0
B10051,-22.78883,-43.16224,2026-04-07 16:03:56-03:00,0,901,2026-04-07 16:04:07-03:00,2026-04-07 16:04:22-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,11.0,15.0
D12132,-23.00011,-43.38952,2026-04-07 15:53:39-03:00,34,2335,2026-04-07 15:53:45-03:00,2026-04-07 15:53:50-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,6.0,5.0
D86281,-22.88085,-43.50072,2026-04-07 15:43:42-03:00,38,855,2026-04-07 15:43:44-03:00,2026-04-07 15:43:45-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,2.0,1.0
C50075,-22.92257,-43.23035,2026-04-07 16:05:26-03:00,36,302,2026-04-07 16:05:36-03:00,2026-04-07 16:05:55-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,10.0,19.0
D86020,-22.87856,-43.42968,2026-04-07 16:06:30-03:00,0,864,2026-04-07 16:06:40-03:00,2026-04-07 16:06:57-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,10.0,17.0
C47568,-23.02484,-43.52147,2026-04-07 16:17:04-03:00,0,554,2026-04-07 16:17:09-03:00,2026-04-07 16:17:31-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,5.0,22.0
A72146,-22.9047,-43.20953,2026-04-07 15:57:01-03:00,36,165,2026-04-07 15:57:12-03:00,2026-04-07 15:57:28-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,11.0,16.0
D86122,-22.99749,-43.62946,2026-04-07 15:55:42-03:00,0,857,2026-04-07 15:55:45-03:00,2026-04-07 15:56:07-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,3.0,22.0
C47930,-22.92496,-43.28455,2026-04-07 15:53:04-03:00,41,2114,2026-04-07 15:53:43-03:00,2026-04-07 15:53:54-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,39.0,11.0
C13058,-22.95303,-43.34881,2026-04-07 15:58:53-03:00,0,863,2026-04-07 15:58:59-03:00,2026-04-07 15:59:32-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,6.0,33.0
C44682,-22.87796,-43.32918,2026-04-07 16:41:26-03:00,11,638,2026-04-07 16:41:32-03:00,2026-04-07 16:41:57-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,6.0,25.0
B31065,-22.95432,-43.17712,2026-04-07 16:37:37-03:00,16,483,2026-04-07 16:37:40-03:00,2026-04-07 16:38:09-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,3.0,29.0
B32642,-22.84696,-43.33999,2026-04-07 16:04:12-03:00,31,298,2026-04-07 16:04:20-03:00,2026-04-07 16:04:42-03:00,2026-04-07 16:43:46,2026-04-07,16,4,Tuesday,8.0,22.0
C47495,-22.97412,-43.41161,2026-04-07 16:18:30-03:00,32,613,2026-04-07 16:18:34-03:00,2026-04-07 16:19:03-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,4.0,29.0
C30363,-22.9949,-43.32044,2026-04-07 16:26:45-03:00,0,550,2026-04-07 16:26:51-03:00,2026-04-07 16:27:16-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,6.0,25.0
D53581,-22.86459,-43.41883,2026-04-07 16:26:23-03:00,25,SR397,2026-04-07 16:26:33-03:00,2026-04-07 16:26:49-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,10.0,16.0
C44654,-22.89386,-43.30109,2026-04-07 16:43:01-03:00,17,638,2026-04-07 16:43:04-03:00,2026-04-07 16:43:30-03:00,2026-04-07 16:43:46,2026-04-07,16,43,Tuesday,3.0,26.0
D53604,-22.93533,-43.65594,2026-04-07 16:08:44-03:00,0,SP759,2026-04-07 16:08:46-03:00,2026-04-07 16:08:56-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,2.0,10.0
A72181,-22.93857,-43.20725,2026-04-07 16:27:09-03:00,18,007,2026-04-07 16:27:18-03:00,2026-04-07 16:27:36-03:00,2026-04-07 16:43:46,2026-04-07,16,27,Tuesday,9.0,18.0
D86193,-22.9063,-43.5625,2026-04-07 15:53:26-03:00,0,836,2026-04-07 15:53:29-03:00,2026-04-07 15:53:32-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,3.0,3.0
C30340,-23.01318,-43.46346,2026-04-07 15:53:09-03:00,32,954,2026-04-07 15:53:12-03:00,2026-04-07 15:53:24-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,3.0,12.0
A63539,-22.90498,-43.19125,2026-04-07 15:58:07-03:00,22,104,2026-04-07 15:58:19-03:00,2026-04-07 15:58:25-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,12.0,6.0
C47940,-22.92424,-43.31278,2026-04-07 16:39:53-03:00,32,2114,2026-04-07 16:40:02-03:00,2026-04-07 16:40:07-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,9.0,5.0
D33139,-22.92078,-43.68063,2026-04-07 15:54:26-03:00,14,756,2026-04-07 15:54:36-03:00,2026-04-07 15:54:49-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,10.0,13.0
B71136,-22.91445,-43.2057,2026-04-07 16:16:09-03:00,40,239,2026-04-07 16:16:16-03:00,2026-04-07 16:16:22-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,7.0,6.0
C47503,-22.98077,-43.4908,2026-04-07 16:08:22-03:00,0,613,2026-04-07 16:08:30-03:00,2026-04-07 16:08:45-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,8.0,15.0
A29025,-22.96424,-43.17891,2026-04-07 16:05:50-03:00,35,474,2026-04-07 16:06:02-03:00,2026-04-07 16:06:11-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,12.0,9.0
C47966,-22.90438,-43.1753,2026-04-07 15:59:02-03:00,1,2114,2026-04-07 15:59:09-03:00,2026-04-07 15:59:32-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,7.0,23.0
C12006,-22.88693,-43.23361,2026-04-07 16:37:46-03:00,17,2802SV,2026-04-07 16:37:53-03:00,2026-04-07 16:38:16-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,7.0,23.0
D13164,-22.99172,-43.31125,2026-04-07 15:52:08-03:00,0,878,2026-04-07 15:52:17-03:00,2026-04-07 15:52:52-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,9.0,35.0
B58070,-22.85592,-43.26847,2026-04-07 16:15:47-03:00,17,628,2026-04-07 16:15:58-03:00,2026-04-07 16:16:03-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,11.0,5.0
B44586,-22.89593,-43.31548,2026-04-07 16:29:10-03:00,51,LECD140,2026-04-07 16:29:15-03:00,2026-04-07 16:29:35-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,5.0,20.0
B27155,-22.85787,-43.32933,2026-04-07 15:55:02-03:00,31,774,2026-04-07 15:55:09-03:00,2026-04-07 15:55:30-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,7.0,21.0
D18500,-22.86242,-43.41187,2026-04-07 16:31:44-03:00,29,2336,2026-04-07 16:31:46-03:00,2026-04-07 16:31:58-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,2.0,12.0
A29087,-22.97965,-43.21688,2026-04-07 15:46:20-03:00,31,LECD130,2026-04-07 15:46:28-03:00,2026-04-07 15:46:44-03:00,2026-04-07 16:43:46,2026-04-07,15,46,Tuesday,8.0,16.0
A48014,-22.97653,-43.2295,2026-04-07 15:54:09-03:00,0,539,2026-04-07 15:55:05-03:00,2026-04-07 15:55:22-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,56.0,17.0
A29008,-22.96877,-43.20476,2026-04-07 15:57:44-03:00,20,461,2026-04-07 15:57:55-03:00,2026-04-07 15:58:01-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,11.0,6.0
B32710,-22.81131,-43.18998,2026-04-07 16:08:54-03:00,14,323,2026-04-07 16:08:58-03:00,2026-04-07 16:09:29-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,4.0,31.0
D86227,-22.85429,-43.38355,2026-04-07 16:42:21-03:00,0,SV853,2026-04-07 16:42:33-03:00,2026-04-07 16:43:02-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,12.0,29.0
A29080,-22.98476,-43.22296,2026-04-07 16:30:44-03:00,0,LECD133,2026-04-07 16:30:50-03:00,2026-04-07 16:31:12-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,6.0,22.0
B27162,-22.84544,-43.32386,2026-04-07 15:44:40-03:00,0,774,2026-04-07 15:44:45-03:00,2026-04-07 15:45:16-03:00,2026-04-07 16:43:46,2026-04-07,15,44,Tuesday,5.0,31.0
C47741,-22.97471,-43.22629,2026-04-07 15:58:19-03:00,0,LECD137,2026-04-07 15:58:27-03:00,2026-04-07 15:59:01-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,8.0,34.0
A29037,-22.96877,-43.18399,2026-04-07 16:36:17-03:00,0,473,2026-04-07 16:36:28-03:00,2026-04-07 16:36:49-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,11.0,21.0
A71523,-22.9471,-43.18162,2026-04-07 16:09:01-03:00,59,100,2026-04-07 16:09:07-03:00,2026-04-07 16:09:09-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,6.0,2.0
D86762,-22.96369,-43.615,2026-04-07 16:05:00-03:00,27,2338,2026-04-07 16:05:07-03:00,2026-04-07 16:05:24-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,7.0,17.0
B58214,-22.87009,-43.26824,2026-04-07 16:31:46-03:00,0,679,2026-04-07 16:31:52-03:00,2026-04-07 16:31:54-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,6.0,2.0
A72008,-22.93246,-43.20945,2026-04-07 16:32:54-03:00,48,LECD134,2026-04-07 16:34:39-03:00,2026-04-07 16:34:45-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,105.0,6.0
D86132,-22.91988,-43.54672,2026-04-07 16:30:06-03:00,14,837,2026-04-07 16:30:08-03:00,2026-04-07 16:30:10-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,2.0,2.0
B11643,-22.86217,-43.36489,2026-04-07 16:14:17-03:00,18,908,2026-04-07 16:14:23-03:00,2026-04-07 16:14:52-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,6.0,29.0
C47783,-22.96681,-43.21962,2026-04-07 16:04:55-03:00,0,LECD137,2026-04-07 16:04:58-03:00,2026-04-07 16:05:12-03:00,2026-04-07 16:43:46,2026-04-07,16,4,Tuesday,3.0,14.0
C30113,-23.00659,-43.30967,2026-04-07 16:42:39-03:00,0,990,2026-04-07 16:42:44-03:00,2026-04-07 16:43:09-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,5.0,25.0
D33078,-22.87834,-43.49202,2026-04-07 16:03:42-03:00,0,746,2026-04-07 16:03:45-03:00,2026-04-07 16:04:04-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,3.0,19.0
A72151,-22.93233,-43.19744,2026-04-07 16:23:07-03:00,35,007,2026-04-07 16:25:13-03:00,2026-04-07 16:25:33-03:00,2026-04-07 16:43:46,2026-04-07,16,23,Tuesday,126.0,20.0
C47508,-22.91522,-43.38666,2026-04-07 16:06:22-03:00,0,600,2026-04-07 16:06:32-03:00,2026-04-07 16:06:43-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,10.0,11.0
B63010,-22.90733,-43.19865,2026-04-07 16:11:21-03:00,14,335,2026-04-07 16:11:26-03:00,2026-04-07 16:11:42-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,5.0,16.0
B27153,-22.86571,-43.34206,2026-04-07 16:03:53-03:00,11,639,2026-04-07 16:03:58-03:00,2026-04-07 16:04:10-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,5.0,12.0
A29146,-22.97829,-43.22454,2026-04-07 15:51:10-03:00,15,476,2026-04-07 15:51:13-03:00,2026-04-07 15:51:21-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,3.0,8.0
B28583,-22.8739,-43.24358,2026-04-07 16:01:09-03:00,0,326,2026-04-07 16:01:13-03:00,2026-04-07 16:01:40-03:00,2026-04-07 16:43:46,2026-04-07,16,1,Tuesday,4.0,27.0
B10151,-22.85356,-43.23918,2026-04-07 16:11:05-03:00,40,323,2026-04-07 16:11:14-03:00,2026-04-07 16:11:31-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,9.0,17.0
B32540,-22.81807,-43.39319,2026-04-07 16:06:06-03:00,0,342,2026-04-07 16:06:16-03:00,2026-04-07 16:06:44-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,10.0,28.0
D33098,-22.84837,-43.5443,2026-04-07 16:00:32-03:00,0,812,2026-04-07 16:00:44-03:00,2026-04-07 16:01:00-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,12.0,16.0
D86155,-22.90823,-43.56013,2026-04-07 15:56:29-03:00,9,857,2026-04-07 15:56:37-03:00,2026-04-07 15:56:39-03:00,2026-04-07 16:43:46,2026-04-07,15,56,Tuesday,8.0,2.0
D53642,-22.92352,-43.51468,2026-04-07 16:06:07-03:00,37,846,2026-04-07 16:06:10-03:00,2026-04-07 16:06:23-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,3.0,13.0
C50140,-22.95376,-43.19319,2026-04-07 15:48:31-03:00,0,435,2026-04-07 15:48:35-03:00,2026-04-07 15:49:01-03:00,2026-04-07 16:43:46,2026-04-07,15,48,Tuesday,4.0,26.0
D33065,-22.88183,-43.32975,2026-04-07 16:39:11-03:00,0,794,2026-04-07 16:39:19-03:00,2026-04-07 16:39:42-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,8.0,23.0
B44577,-22.82163,-43.32238,2026-04-07 16:24:07-03:00,28,712,2026-04-07 16:24:09-03:00,2026-04-07 16:24:27-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,2.0,18.0
B51607,-22.90289,-43.21346,2026-04-07 16:03:09-03:00,46,SP265,2026-04-07 16:03:19-03:00,2026-04-07 16:03:22-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,10.0,3.0
B32558,-22.8304,-43.35379,2026-04-07 15:47:14-03:00,0,298,2026-04-07 15:47:17-03:00,2026-04-07 15:47:20-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,3.0,3.0
A50159,-22.91868,-43.25986,2026-04-07 16:07:05-03:00,23,607,2026-04-07 16:07:10-03:00,2026-04-07 16:07:26-03:00,2026-04-07 16:43:46,2026-04-07,16,7,Tuesday,5.0,16.0
A48048,-22.91419,-43.196,2026-04-07 16:41:44-03:00,16,202,2026-04-07 16:41:57-03:00,2026-04-07 16:42:22-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,13.0,25.0
C47477,-22.90771,-43.19819,2026-04-07 16:17:03-03:00,0,390,2026-04-07 16:17:09-03:00,2026-04-07 16:17:31-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,6.0,22.0
C47545,-22.95683,-43.17735,2026-04-07 15:54:16-03:00,11,552,2026-04-07 15:56:42-03:00,2026-04-07 15:56:58-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,146.0,16.0
A48036,-22.95279,-43.18196,2026-04-07 15:50:26-03:00,31,426,2026-04-07 15:51:05-03:00,2026-04-07 15:51:17-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,39.0,12.0
C30213,-22.99278,-43.25347,2026-04-07 16:02:58-03:00,13,550,2026-04-07 16:03:02-03:00,2026-04-07 16:03:39-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,4.0,37.0
D33053,-22.88031,-43.37023,2026-04-07 16:07:07-03:00,52,383,2026-04-07 16:07:10-03:00,2026-04-07 16:07:11-03:00,2026-04-07 16:43:46,2026-04-07,16,7,Tuesday,3.0,1.0
D86115,-22.90907,-43.56738,2026-04-07 16:12:45-03:00,9,838,2026-04-07 16:12:49-03:00,2026-04-07 16:13:08-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,4.0,19.0
B31012,-22.98515,-43.19855,2026-04-07 15:59:25-03:00,0,485,2026-04-07 15:59:28-03:00,2026-04-07 15:59:51-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,3.0,23.0
B10043,-22.80374,-43.20399,2026-04-07 15:51:29-03:00,3,328,2026-04-07 15:51:31-03:00,2026-04-07 15:52:07-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,2.0,36.0
B11656,-22.89983,-43.28049,2026-04-07 15:45:02-03:00,12,652,2026-04-07 15:45:07-03:00,2026-04-07 15:45:12-03:00,2026-04-07 16:43:46,2026-04-07,15,45,Tuesday,5.0,5.0
C30014,-22.88714,-43.34498,2026-04-07 16:40:53-03:00,30,766,2026-04-07 16:40:57-03:00,2026-04-07 16:41:06-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,4.0,9.0
B25573,-22.90248,-43.29903,2026-04-07 15:59:41-03:00,0,606,2026-04-07 15:59:47-03:00,2026-04-07 15:59:57-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,6.0,10.0
B71040,-22.90216,-43.25502,2026-04-07 15:46:07-03:00,0,247,2026-04-07 15:46:11-03:00,2026-04-07 15:46:13-03:00,2026-04-07 16:43:46,2026-04-07,15,46,Tuesday,4.0,2.0
D53515,-22.90368,-43.53649,2026-04-07 16:03:14-03:00,20,848,2026-04-07 16:03:21-03:00,2026-04-07 16:03:50-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,7.0,29.0
D33332,-22.87679,-43.42424,2026-04-07 15:50:14-03:00,28,383,2026-04-07 15:50:20-03:00,2026-04-07 15:50:40-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,6.0,20.0
C47611,-23.01254,-43.2929,2026-04-07 16:02:13-03:00,56,LECD137,2026-04-07 16:02:29-03:00,2026-04-07 16:02:37-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,16.0,8.0
B11548,-22.83601,-43.3621,2026-04-07 16:06:34-03:00,38,378,2026-04-07 16:06:40-03:00,2026-04-07 16:06:41-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,6.0,1.0
A71571,-22.8998,-43.20188,2026-04-07 15:59:36-03:00,5,169,2026-04-07 15:59:46-03:00,2026-04-07 15:59:58-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,10.0,12.0
C30024,-22.9521,-43.34805,2026-04-07 16:28:42-03:00,0,550,2026-04-07 16:28:47-03:00,2026-04-07 16:29:19-03:00,2026-04-07 16:43:46,2026-04-07,16,28,Tuesday,5.0,32.0
D33139,-22.92348,-43.64871,2026-04-07 15:44:01-03:00,10,756,2026-04-07 15:44:11-03:00,2026-04-07 15:44:28-03:00,2026-04-07 16:43:46,2026-04-07,15,44,Tuesday,10.0,17.0
B58026,-22.85487,-43.26044,2026-04-07 16:06:45-03:00,32,625,2026-04-07 16:06:53-03:00,2026-04-07 16:07:23-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,8.0,30.0
D86289,-22.90168,-43.55309,2026-04-07 16:42:27-03:00,16,852,2026-04-07 16:42:33-03:00,2026-04-07 16:43:03-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,6.0,30.0
C50067,-22.9959,-43.508,2026-04-07 15:52:21-03:00,27,810,2026-04-07 15:52:25-03:00,2026-04-07 15:52:36-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,4.0,11.0
A29070,-22.86844,-43.29111,2026-04-07 16:14:43-03:00,0,275,2026-04-07 16:14:59-03:00,2026-04-07 16:15:22-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,16.0,23.0
C12048,-22.90748,-43.17484,2026-04-07 16:06:01-03:00,17,2303,2026-04-07 16:06:01-03:00,2026-04-07 16:06:06-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,0.0,5.0
B51517,-22.89431,-43.23984,2026-04-07 16:35:37-03:00,0,SV624,2026-04-07 16:35:49-03:00,2026-04-07 16:36:05-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,12.0,16.0
C47565,-22.92401,-43.28265,2026-04-07 15:57:01-03:00,23,600,2026-04-07 15:58:17-03:00,2026-04-07 15:58:30-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,76.0,13.0
B63018,-22.91917,-43.1762,2026-04-07 16:15:51-03:00,9,107,2026-04-07 16:16:02-03:00,2026-04-07 16:16:17-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,11.0,15.0
D33003,-22.8735,-43.50304,2026-04-07 16:20:42-03:00,7,737,2026-04-07 16:21:26-03:00,2026-04-07 16:21:37-03:00,2026-04-07 16:43:46,2026-04-07,16,20,Tuesday,44.0,11.0
B10080,-22.83925,-43.23916,2026-04-07 15:59:18-03:00,29,323,2026-04-07 15:59:27-03:00,2026-04-07 15:59:47-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,9.0,20.0
B32574,-22.88737,-43.28212,2026-04-07 16:22:10-03:00,0,298,2026-04-07 16:22:17-03:00,2026-04-07 16:22:35-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,7.0,18.0
