ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
D33323,-22.8549,-43.4889,2026-04-07 15:49:05-03:00,43,798,2026-04-07 15:49:17-03:00,2026-04-07 15:49:38-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,12.0,21.0
A63531,-22.89872,-43.2122,2026-04-07 15:57:41-03:00,11,104,2026-04-07 15:57:47-03:00,2026-04-07 15:57:55-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,6.0,8.0
D17512,-22.91645,-43.60842,2026-04-07 16:09:49-03:00,0,2307,2026-04-07 16:09:59-03:00,2026-04-07 16:10:27-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,10.0,28.0
C47498,-23.0001,-43.24143,2026-04-07 16:06:23-03:00,41,552,2026-04-07 16:06:44-03:00,2026-04-07 16:07:13-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,21.0,29.0
B25524,-22.90207,-43.29071,2026-04-07 16:14:05-03:00,0,232,2026-04-07 16:14:09-03:00,2026-04-07 16:14:15-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,4.0,6.0
A71524,-22.95392,-43.19134,2026-04-07 16:05:41-03:00,11,409,2026-04-07 16:05:49-03:00,2026-04-07 16:06:06-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,8.0,17.0
A48015,-22.92271,-43.22223,2026-04-07 16:01:06-03:00,12,426,2026-04-07 16:01:24-03:00,2026-04-07 16:01:30-03:00,2026-04-07 16:43:46,2026-04-07,16,1,Tuesday,18.0,6.0
B58068,-22.85057,-43.27721,2026-04-07 16:28:48-03:00,24,312,2026-04-07 16:28:55-03:00,2026-04-07 16:29:20-03:00,2026-04-07 16:43:46,2026-04-07,16,28,Tuesday,7.0,25.0
B11610,-22.90225,-43.2556,2026-04-07 15:50:51-03:00,24,SV363,2026-04-07 15:50:53-03:00,2026-04-07 15:51:21-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,2.0,28.0
B58031,-22.92075,-43.25891,2026-04-07 15:47:17-03:00,16,621,2026-04-07 15:47:57-03:00,2026-04-07 15:47:58-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,40.0,1.0
A29056,-22.96609,-43.17846,2026-04-07 16:15:10-03:00,31,LECD136,2026-04-07 16:15:20-03:00,2026-04-07 16:15:22-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,10.0,2.0
D33013,-22.90595,-43.1906,2026-04-07 16:02:06-03:00,4,SV391,2026-04-07 16:02:10-03:00,2026-04-07 16:02:32-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,4.0,22.0
D33190,-22.90032,-43.56471,2026-04-07 15:43:56-03:00,27,796,2026-04-07 15:44:01-03:00,2026-04-07 15:44:28-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,5.0,27.0
B71031,-22.96445,-43.17947,2026-04-07 16:34:26-03:00,6,457,2026-04-07 16:34:31-03:00,2026-04-07 16:34:45-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,5.0,14.0
C30074,-23.00759,-43.30348,2026-04-07 15:47:53-03:00,6,557,2026-04-07 15:48:03-03:00,2026-04-07 15:48:15-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,10.0,12.0
B32803,-22.81463,-43.29718,2026-04-07 16:12:45-03:00,5,2305 - B,2026-04-07 16:12:46-03:00,2026-04-07 16:12:52-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,1.0,6.0
B27092,-22.81531,-43.31802,2026-04-07 16:31:04-03:00,24,774,2026-04-07 16:31:11-03:00,2026-04-07 16:31:17-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,7.0,6.0
B28712,-22.90302,-43.1846,2026-04-07 16:18:47-03:00,33,2343,2026-04-07 16:18:58-03:00,2026-04-07 16:19:02-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,11.0,4.0
C50114,-22.91101,-43.20887,2026-04-07 16:10:52-03:00,26,302,2026-04-07 16:11:13-03:00,2026-04-07 16:11:31-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,21.0,18.0
A48042,-22.92336,-43.20874,2026-04-07 15:44:26-03:00,6,202,2026-04-07 15:44:27-03:00,2026-04-07 15:44:39-03:00,2026-04-07 16:43:46,2026-04-07,15,44,Tuesday,1.0,12.0
A72162,-22.94057,-43.1976,2026-04-07 16:35:13-03:00,17,585,2026-04-07 16:35:22-03:00,2026-04-07 16:35:46-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,9.0,24.0
C50033,-22.93124,-43.23872,2026-04-07 16:33:49-03:00,25,302,2026-04-07 16:34:00-03:00,2026-04-07 16:34:03-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,11.0,3.0
C30343,-23.00111,-43.27389,2026-04-07 16:15:16-03:00,53,565,2026-04-07 16:15:24-03:00,2026-04-07 16:15:58-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,8.0,34.0
B44694,-22.84991,-43.30836,2026-04-07 15:53:01-03:00,0,721,2026-04-07 15:53:09-03:00,2026-04-07 15:53:35-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,8.0,26.0
C30243,-22.99323,-43.30293,2026-04-07 15:52:31-03:00,41,555,2026-04-07 15:52:39-03:00,2026-04-07 15:52:53-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,8.0,14.0
B71053,-22.88078,-43.29453,2026-04-07 15:53:01-03:00,7,457,2026-04-07 15:53:06-03:00,2026-04-07 15:53:23-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,5.0,17.0
B25567,-22.89778,-43.31242,2026-04-07 16:08:41-03:00,0,249,2026-04-07 16:08:53-03:00,2026-04-07 16:09:08-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,12.0,15.0
B32720,-22.82806,-43.3433,2026-04-07 15:59:47-03:00,44,399,2026-04-07 15:59:57-03:00,2026-04-07 16:00:06-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,10.0,9.0
D13079,-22.92583,-43.37383,2026-04-07 16:09:05-03:00,0,803,2026-04-07 16:09:12-03:00,2026-04-07 16:09:47-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,7.0,35.0
B58038,-22.85292,-43.26272,2026-04-07 16:29:06-03:00,26,625,2026-04-07 16:29:15-03:00,2026-04-07 16:29:20-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,9.0,5.0
D53668,-22.90194,-43.55494,2026-04-07 16:35:47-03:00,0,846,2026-04-07 16:35:55-03:00,2026-04-07 16:36:00-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,8.0,5.0
B10087,-22.90889,-43.1702,2026-04-07 16:02:35-03:00,0,327,2026-04-07 16:02:45-03:00,2026-04-07 16:02:51-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,10.0,6.0
C50033,-22.91945,-43.22014,2026-04-07 16:21:11-03:00,11,302,2026-04-07 16:21:14-03:00,2026-04-07 16:21:16-03:00,2026-04-07 16:43:46,2026-04-07,16,21,Tuesday,3.0,2.0
D33242,-22.87558,-43.46505,2026-04-07 16:11:54-03:00,0,746,2026-04-07 16:11:58-03:00,2026-04-07 16:12:20-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,4.0,22.0
B28636,-22.82575,-43.16952,2026-04-07 16:34:49-03:00,0,921,2026-04-07 16:34:59-03:00,2026-04-07 16:35:22-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,10.0,23.0
D33060,-22.88912,-43.43403,2026-04-07 16:31:40-03:00,6,791,2026-04-07 16:31:49-03:00,2026-04-07 16:31:57-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,9.0,8.0
C47467,-22.95391,-43.35484,2026-04-07 15:43:44-03:00,7,613,2026-04-07 15:43:51-03:00,2026-04-07 15:44:07-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,7.0,16.0
B32806,-22.90954,-43.17065,2026-04-07 15:47:35-03:00,0,2305 - B,2026-04-07 15:47:38-03:00,2026-04-07 15:47:51-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,3.0,13.0
A50089,-22.92247,-43.26405,2026-04-07 15:58:13-03:00,0,435,2026-04-07 15:58:24-03:00,2026-04-07 15:58:45-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,11.0,21.0
C27090,-22.83214,-43.29074,2026-04-07 15:56:06-03:00,24,905,2026-04-07 15:56:12-03:00,2026-04-07 15:56:31-03:00,2026-04-07 16:43:46,2026-04-07,15,56,Tuesday,6.0,19.0
C30053,-22.94339,-43.34072,2026-04-07 16:24:22-03:00,0,343,2026-04-07 16:24:32-03:00,2026-04-07 16:24:43-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,10.0,11.0
C27078,-22.81666,-43.30157,2026-04-07 15:52:04-03:00,0,LECD146,2026-04-07 15:52:11-03:00,2026-04-07 15:52:25-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,7.0,14.0
C44697,-22.86063,-43.37073,2026-04-07 16:05:10-03:00,0,638,2026-04-07 16:05:16-03:00,2026-04-07 16:05:25-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,6.0,9.0
D17045,-22.91227,-43.67975,2026-04-07 16:11:30-03:00,14,840,2026-04-07 16:11:37-03:00,2026-04-07 16:11:41-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,7.0,4.0
B58210,-22.89979,-43.28084,2026-04-07 15:54:15-03:00,31,679,2026-04-07 15:55:19-03:00,2026-04-07 15:55:38-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,64.0,19.0
A29021,-22.86577,-43.30526,2026-04-07 16:24:30-03:00,27,LECD136,2026-04-07 16:24:40-03:00,2026-04-07 16:25:04-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,10.0,24.0
C47562,-23.00341,-43.32468,2026-04-07 15:59:20-03:00,11,554,2026-04-07 15:59:31-03:00,2026-04-07 16:00:03-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,11.0,32.0
B63017,-22.94342,-43.16134,2026-04-07 16:12:22-03:00,0,167,2026-04-07 16:12:31-03:00,2026-04-07 16:12:43-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,9.0,12.0
B32544,-22.91417,-43.17648,2026-04-07 16:15:19-03:00,9,384,2026-04-07 16:15:26-03:00,2026-04-07 16:15:56-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,7.0,30.0
C44583,-22.86546,-43.33432,2026-04-07 16:17:26-03:00,24,712,2026-04-07 16:17:33-03:00,2026-04-07 16:17:46-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,7.0,13.0
D33292,-22.90311,-43.59579,2026-04-07 16:10:01-03:00,0,841,2026-04-07 16:10:12-03:00,2026-04-07 16:10:17-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,11.0,5.0
B32770,-22.81452,-43.18686,2026-04-07 15:47:16-03:00,0,GARAGEM,2026-04-07 15:47:21-03:00,2026-04-07 15:47:31-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,5.0,10.0
B28515,-22.89776,-43.26348,2026-04-07 15:46:12-03:00,21,696,2026-04-07 15:46:22-03:00,2026-04-07 15:46:51-03:00,2026-04-07 16:43:46,2026-04-07,15,46,Tuesday,10.0,29.0
D53551,-22.87389,-43.46816,2026-04-07 16:33:38-03:00,0,819,2026-04-07 16:33:49-03:00,2026-04-07 16:33:58-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,11.0,9.0
B11638,-22.86625,-43.30679,2026-04-07 16:39:16-03:00,35,908,2026-04-07 16:39:22-03:00,2026-04-07 16:39:23-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,6.0,1.0
D13134,-22.88769,-43.43574,2026-04-07 16:12:40-03:00,0,SP801,2026-04-07 16:12:44-03:00,2026-04-07 16:12:54-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,4.0,10.0
D86106,-22.97389,-43.58932,2026-04-07 16:25:13-03:00,6,853,2026-04-07 16:25:23-03:00,2026-04-07 16:25:33-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,10.0,10.0
A71532,-22.90475,-43.19305,2026-04-07 16:03:52-03:00,26,100,2026-04-07 16:03:56-03:00,2026-04-07 16:04:03-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,4.0,7.0
D53525,-22.91795,-43.68692,2026-04-07 16:04:21-03:00,0,3,2026-04-07 16:04:24-03:00,2026-04-07 16:04:51-03:00,2026-04-07 16:43:46,2026-04-07,16,4,Tuesday,3.0,27.0
A48096,-22.984,-43.20756,2026-04-07 16:01:57-03:00,7,415,2026-04-07 16:02:07-03:00,2026-04-07 16:02:31-03:00,2026-04-07 16:43:46,2026-04-07,16,1,Tuesday,10.0,24.0
D18504,-22.85661,-43.24773,2026-04-07 16:29:20-03:00,46,2336,2026-04-07 16:29:24-03:00,2026-04-07 16:29:55-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,4.0,31.0
B44502,-22.87803,-43.36309,2026-04-07 16:05:31-03:00,1,783,2026-04-07 16:05:38-03:00,2026-04-07 16:05:56-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,7.0,18.0
C44520,-22.87254,-43.33643,2026-04-07 16:42:57-03:00,19,712,2026-04-07 16:43:04-03:00,2026-04-07 16:43:30-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,7.0,26.0
A71540,-22.91912,-43.17457,2026-04-07 15:55:05-03:00,56,100,2026-04-07 15:55:17-03:00,2026-04-07 15:55:22-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,12.0,5.0
B58125,-22.90462,-43.24347,2026-04-07 16:12:03-03:00,30,622,2026-04-07 16:12:08-03:00,2026-04-07 16:12:29-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,5.0,21.0
C47623,-22.97623,-43.41411,2026-04-07 15:47:09-03:00,0,613,2026-04-07 15:47:46-03:00,2026-04-07 15:48:14-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,37.0,28.0
B63099,-22.89485,-43.23834,2026-04-07 16:03:05-03:00,0,SVB665,2026-04-07 16:03:07-03:00,2026-04-07 16:03:31-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,2.0,24.0
D53574,-22.88356,-43.49228,2026-04-07 15:58:59-03:00,11,786,2026-04-07 15:59:10-03:00,2026-04-07 15:59:14-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,11.0,4.0
D33223,-22.89295,-43.45359,2026-04-07 16:33:20-03:00,0,791,2026-04-07 16:33:27-03:00,2026-04-07 16:33:31-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,7.0,4.0
D86758,-22.85624,-43.49308,2026-04-07 15:57:03-03:00,0,2803,2026-04-07 15:57:09-03:00,2026-04-07 15:57:10-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,6.0,1.0
C11908,-22.88449,-43.31697,2026-04-07 16:12:52-03:00,46,2345,2026-04-07 16:12:58-03:00,2026-04-07 16:13:20-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,6.0,22.0
D13005,-22.96947,-43.33628,2026-04-07 16:00:27-03:00,20,861,2026-04-07 16:00:36-03:00,2026-04-07 16:01:05-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,9.0,29.0
B51620,-22.89428,-43.4517,2026-04-07 16:30:19-03:00,0,SV917,2026-04-07 16:30:25-03:00,2026-04-07 16:30:27-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,6.0,2.0
D33030,-22.8566,-43.47368,2026-04-07 15:51:51-03:00,34,771,2026-04-07 15:51:57-03:00,2026-04-07 15:52:14-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,6.0,17.0
B11512,-22.9039,-43.18748,2026-04-07 16:01:24-03:00,5,363,2026-04-07 16:01:34-03:00,2026-04-07 16:01:35-03:00,2026-04-07 16:43:46,2026-04-07,16,1,Tuesday,10.0,1.0
B71043,-22.91115,-43.2246,2026-04-07 15:49:46-03:00,21,457,2026-04-07 15:49:58-03:00,2026-04-07 15:50:19-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,12.0,21.0
B27051,-22.85228,-43.34861,2026-04-07 16:31:43-03:00,0,639,2026-04-07 16:31:50-03:00,2026-04-07 16:32:18-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,7.0,28.0
B10145,-22.90106,-43.17707,2026-04-07 16:38:12-03:00,0,328,2026-04-07 16:38:15-03:00,2026-04-07 16:38:36-03:00,2026-04-07 16:43:46,2026-04-07,16,38,Tuesday,3.0,21.0
D53610,-22.92724,-43.68885,2026-04-07 16:14:47-03:00,0,3,2026-04-07 16:14:54-03:00,2026-04-07 16:15:04-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,7.0,10.0
C51615,-22.92482,-43.20994,2026-04-07 16:42:03-03:00,3,607,2026-04-07 16:42:15-03:00,2026-04-07 16:42:43-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,12.0,28.0
D33236,-22.8943,-43.4532,2026-04-07 16:08:14-03:00,18,794,2026-04-07 16:08:25-03:00,2026-04-07 16:08:43-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,11.0,18.0
B32665,-22.80461,-43.1814,2026-04-07 16:00:30-03:00,9,910,2026-04-07 16:00:39-03:00,2026-04-07 16:00:48-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,9.0,9.0
B71006,-22.90306,-43.25121,2026-04-07 16:09:04-03:00,0,457,2026-04-07 16:09:09-03:00,2026-04-07 16:09:13-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,5.0,4.0
D13273,-22.99758,-43.31514,2026-04-07 15:53:17-03:00,7,863,2026-04-07 15:53:23-03:00,2026-04-07 15:53:54-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,6.0,31.0
D33118,-22.93875,-43.68634,2026-04-07 16:08:08-03:00,13,804,2026-04-07 16:08:13-03:00,2026-04-07 16:08:42-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,5.0,29.0
D12072,-22.88756,-43.56054,2026-04-07 16:36:45-03:00,18,830,2026-04-07 16:36:55-03:00,2026-04-07 16:37:15-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,10.0,20.0
A48146,-22.95819,-43.20443,2026-04-07 16:10:51-03:00,24,LECD128,2026-04-07 16:11:03-03:00,2026-04-07 16:11:12-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,12.0,9.0
D33054,-22.88171,-43.32996,2026-04-07 15:50:08-03:00,0,746,2026-04-07 15:50:19-03:00,2026-04-07 15:50:40-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,11.0,21.0
A29043,-22.88669,-43.22974,2026-04-07 16:22:29-03:00,3,292,2026-04-07 16:22:35-03:00,2026-04-07 16:23:02-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,6.0,27.0
B58205,-22.88286,-43.25412,2026-04-07 16:06:28-03:00,7,621,2026-04-07 16:06:32-03:00,2026-04-07 16:06:52-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,4.0,20.0
A48069,-22.93194,-43.20137,2026-04-07 16:39:41-03:00,0,133,2026-04-07 16:40:23-03:00,2026-04-07 16:40:50-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,42.0,27.0
C30038,-23.00633,-43.31418,2026-04-07 15:46:12-03:00,30,565,2026-04-07 15:46:19-03:00,2026-04-07 15:46:41-03:00,2026-04-07 16:43:46,2026-04-07,15,46,Tuesday,7.0,22.0
B71019,-22.90544,-43.31553,2026-04-07 16:20:15-03:00,17,239,2026-04-07 16:20:24-03:00,2026-04-07 16:20:27-03:00,2026-04-07 16:43:46,2026-04-07,16,20,Tuesday,9.0,3.0
B58100,-22.90094,-43.26976,2026-04-07 16:07:30-03:00,24,623,2026-04-07 16:07:34-03:00,2026-04-07 16:07:53-03:00,2026-04-07 16:43:46,2026-04-07,16,7,Tuesday,4.0,19.0
D86776,-22.9654,-43.58941,2026-04-07 16:31:03-03:00,40,2803,2026-04-07 16:31:12-03:00,2026-04-07 16:31:42-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,9.0,30.0
B44567,-22.86221,-43.35545,2026-04-07 16:06:22-03:00,0,785,2026-04-07 16:06:31-03:00,2026-04-07 16:06:57-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,9.0,26.0
D13163,-22.98798,-43.31055,2026-04-07 15:51:26-03:00,13,878,2026-04-07 15:51:35-03:00,2026-04-07 15:51:50-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,9.0,15.0
C72066,-22.9729,-43.22506,2026-04-07 15:57:51-03:00,40,410,2026-04-07 15:59:07-03:00,2026-04-07 15:59:30-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,76.0,23.0
C50115,-22.9581,-43.26418,2026-04-07 16:24:24-03:00,29,302,2026-04-07 16:24:33-03:00,2026-04-07 16:24:50-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,9.0,17.0
C47513,-22.96652,-43.41186,2026-04-07 15:44:26-03:00,15,611,2026-04-07 15:44:33-03:00,2026-04-07 15:44:39-03:00,2026-04-07 16:43:46,2026-04-07,15,44,Tuesday,7.0,6.0
D86348,-22.92831,-43.573,2026-04-07 16:21:12-03:00,27,SV853,2026-04-07 16:21:19-03:00,2026-04-07 16:21:23-03:00,2026-04-07 16:43:46,2026-04-07,16,21,Tuesday,7.0,4.0
B10043,-22.81757,-43.22437,2026-04-07 15:59:13-03:00,1,328,2026-04-07 15:59:17-03:00,2026-04-07 15:59:47-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,4.0,30.0
B44525,-22.90327,-43.26983,2026-04-07 15:44:45-03:00,24,638,2026-04-07 15:44:57-03:00,2026-04-07 15:45:22-03:00,2026-04-07 16:43:46,2026-04-07,15,44,Tuesday,12.0,25.0
C47540,-22.93683,-43.33502,2026-04-07 16:34:49-03:00,29,601,2026-04-07 16:35:04-03:00,2026-04-07 16:35:27-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,15.0,23.0
D87779,-22.90651,-43.1786,2026-04-07 16:30:16-03:00,0,2336,2026-04-07 16:30:26-03:00,2026-04-07 16:30:53-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,10.0,27.0
B51586,-22.88928,-43.44625,2026-04-07 16:22:08-03:00,0,917,2026-04-07 16:22:13-03:00,2026-04-07 16:22:17-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,5.0,4.0
