ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao
D17516,"-22,9171","-43,6079",1775499602000,9,2339,1775499644000,1775499647000,2026-04-06 16:20:49
D17512,"-22,9164","-43,60843",1775499632000,5,2307,1775499644000,1775499647000,2026-04-06 16:20:49
D17523,"-22,87287","-43,24485",1775499636000,62,2336,1775499644000,1775499647000,2026-04-06 16:20:49
D17516,"-22,91708","-43,60788",1775499603000,9,2339,1775499644000,1775499647000,2026-04-06 16:20:49
D17517,"-22,85166","-43,24756",1775499636000,48,2339,1775499644000,1775499647000,2026-04-06 16:20:49
D17516,"-22,91717","-43,60791",1775499600000,12,2339,1775499644000,1775499647000,2026-04-06 16:20:49
D17514,"-22,91648","-43,60836",1775499632000,0,2336,1775499644000,1775499647000,2026-04-06 16:20:49
B63001,"-22,9434","-43,16128",1775499638000,0,167,1775499644000,1775499658000,2026-04-06 16:20:49
A63502,"-22,80644","-43,30607",1775499639000,0,FORA DE OP,1775499644000,1775499658000,2026-04-06 16:20:49
B63043,"-22,95338","-43,17141",1775499639000,37,167,1775499644000,1775499658000,2026-04-06 16:20:49
A63532,"-22,89917","-43,21145",1775499641000,0,104,1775499644000,1775499658000,2026-04-06 16:20:49
B63020,"-22,82126","-43,25523",1775499640000,22,FORA DE OP,1775499644000,1775499658000,2026-04-06 16:20:49
B32805,"-22,81915","-43,28484",1775499635000,53,2305 - A,1775499644000,1775499668000,2026-04-06 16:20:49
B32742,"-22,87003","-43,29026",1775499633000,53,688,1775499644000,1775499668000,2026-04-06 16:20:49
B32548,"-22,88481","-43,28141",1775499635000,18,946,1775499644000,1775499668000,2026-04-06 16:20:49
B32549,"-22,8604","-43,37009",1775499637000,0,265,1775499644000,1775499668000,2026-04-06 16:20:49
B32699,"-22,83043","-43,3536",1775499636000,0,298,1775499644000,1775499668000,2026-04-06 16:20:49
B32824,"-22,84458","-43,32289",1775499635000,0,296,1775499644000,1775499668000,2026-04-06 16:20:49
B32551,"-22,81363","-43,32967",1775499636000,61,LECD143,1775499644000,1775499668000,2026-04-06 16:20:49
B32640,"-22,88602","-43,30033",1775499637000,0,457,1775499644000,1775499668000,2026-04-06 16:20:49
B32731,"-22,81732","-43,3935",1775499636000,0,342,1775499644000,1775499668000,2026-04-06 16:20:49
B32643,"-22,90005","-43,22338",1775499632000,18,298,1775499644000,1775499668000,2026-04-06 16:20:49
B32653,"-22,83062","-43,35357",1775499635000,0,298,1775499644000,1775499668000,2026-04-06 16:20:49
B32739,"-22,81691","-43,39414",1775499637000,0,946,1775499644000,1775499668000,2026-04-06 16:20:49
B32645,"-22,91639","-43,17665",1775499637000,35,399,1775499644000,1775499668000,2026-04-06 16:20:49
B32586,"-22,80622","-43,36762",1775499637000,0,780,1775499644000,1775499668000,2026-04-06 16:20:49
B32599,"-22,87828","-43,33614",1775499639000,0,979,1775499644000,1775499668000,2026-04-06 16:20:49
B32517,"-22,88678","-43,28816",1775499637000,20,457,1775499644000,1775499668000,2026-04-06 16:20:49
B32532,"-22,84501","-43,39694",1775499639000,46,386,1775499644000,1775499668000,2026-04-06 16:20:49
B32525,"-22,83717","-43,39761",1775499638000,24,SP795,1775499644000,1775499668000,2026-04-06 16:20:49
B32801,"-22,82657","-43,3394",1775499641000,25,2305 - A,1775499644000,1775499668000,2026-04-06 16:20:49
B32661,"-22,88398","-43,23666",1775499639000,40,384,1775499644000,1775499668000,2026-04-06 16:20:49
B32822,"-22,81375","-43,3596",1775499640000,0,384,1775499644000,1775499668000,2026-04-06 16:20:49
B32644,"-22,82163","-43,35148",1775499640000,0,687,1775499644000,1775499668000,2026-04-06 16:20:49
B32511,"-22,82069","-43,39814",1775499640000,24,SP795,1775499644000,1775499668000,2026-04-06 16:20:49
B32691,"-22,81697","-43,38929",1775499638000,0,779,1775499644000,1775499668000,2026-04-06 16:20:49
B32658,"-22,89174","-43,43245",1775499640000,18,799,1775499644000,1775499668000,2026-04-06 16:20:49
B32704,"-22,85162","-43,35736",1775499640000,33,650,1775499644000,1775499668000,2026-04-06 16:20:49
B32787,"-22,81606","-43,3835",1775499641000,25,342,1775499644000,1775499668000,2026-04-06 16:20:49
B32813,"-22,81947","-43,31004",1775499641000,57,384,1775499644000,1775499668000,2026-04-06 16:20:49
B32616,"-22,88173","-43,28728",1775499640000,0,627,1775499644000,1775499668000,2026-04-06 16:20:49
B32545,"-22,80635","-43,36775",1775499641000,0,779,1775499644000,1775499668000,2026-04-06 16:20:49
B32780,"-22,88377","-43,29139",1775499640000,7,687,1775499644000,1775499668000,2026-04-06 16:20:49
B32717,"-22,91034","-43,22009",1775499642000,38,457,1775499644000,1775499668000,2026-04-06 16:20:49
B32737,"-22,85515","-43,38863",1775499641000,7,386,1775499644000,1775499668000,2026-04-06 16:20:49
B32516,"-22,81503","-43,29954",1775499641000,29,399,1775499644000,1775499668000,2026-04-06 16:20:49
B32698,"-22,81714","-43,39371",1775499642000,0,779,1775499644000,1775499668000,2026-04-06 16:20:49
B32505,"-22,84665","-43,38355",1775499641000,48,780,1775499644000,1775499668000,2026-04-06 16:20:49
B32528,"-22,83591","-43,39236",1775499641000,35,780,1775499644000,1775499668000,2026-04-06 16:20:49
B32508,"-22,88751","-43,28276",1775499641000,1,298,1775499644000,1775499668000,2026-04-06 16:20:49
B32783,"-22,82467","-43,32935",1775499642000,0,296,1775499644000,1775499668000,2026-04-06 16:20:49
B32725,"-22,91458","-43,17628",1775499642000,24,399,1775499644000,1775499668000,2026-04-06 16:20:49
B32666,"-22,90018","-43,23435",1775499643000,9,298,1775499644000,1775499668000,2026-04-06 16:20:49
B32842,"-22,91674","-43,24097",1775499642000,3,627,1775499644000,1775499668000,2026-04-06 16:20:49
B28556,"-22,81477","-43,22125",1775499634000,4,SP324,1775499644000,1775499662000,2026-04-06 16:20:49
B28519,"-22,81887","-43,20129",1775499635000,32,324,1775499644000,1775499662000,2026-04-06 16:20:49
B28583,"-22,79035","-43,18166",1775499635000,24,326,1775499644000,1775499662000,2026-04-06 16:20:49
B28621,"-22,81999","-43,19017",1775499637000,14,696,1775499644000,1775499662000,2026-04-06 16:20:49
B28636,"-22,825","-43,1692",1775499636000,11,921,1775499644000,1775499662000,2026-04-06 16:20:49
B28576,"-22,89357","-43,25945",1775499637000,17,696,1775499644000,1775499662000,2026-04-06 16:20:49
B28588,"-22,90511","-43,19176",1775499636000,11,326,1775499644000,1775499662000,2026-04-06 16:20:49
B28533,"-22,83323","-43,23855",1775499635000,14,329,1775499644000,1775499662000,2026-04-06 16:20:49
B28605,"-22,87168","-43,26148",1775499636000,58,616,1775499644000,1775499662000,2026-04-06 16:20:49
B28703,"-22,90487","-43,20855",1775499636000,26,2343,1775499644000,1775499662000,2026-04-06 16:20:49
B28537,"-22,87486","-43,24362",1775499635000,17,326,1775499644000,1775499662000,2026-04-06 16:20:49
B28578,"-22,85098","-43,24711",1775499633000,29,324,1775499644000,1775499662000,2026-04-06 16:20:49
B28633,"-22,80323","-43,20355",1775499633000,8,SP329,1775499644000,1775499662000,2026-04-06 16:20:49
B28515,"-22,89486","-43,25459",1775499633000,17,696,1775499644000,1775499662000,2026-04-06 16:20:49
B28586,"-22,96502","-43,17414",1775499633000,2,492,1775499644000,1775499662000,2026-04-06 16:20:49
B28598,"-22,81443","-43,18916",1775499635000,50,925,1775499644000,1775499662000,2026-04-06 16:20:49
B28614,"-22,79642","-43,20456",1775499634000,18,696,1775499644000,1775499662000,2026-04-06 16:20:49
B28610,"-22,80285","-43,2032",1775499634000,24,321,1775499644000,1775499662000,2026-04-06 16:20:49
B28510,"-22,90658","-43,17294",1775499635000,34,321,1775499644000,1775499662000,2026-04-06 16:20:49
B28584,"-22,80289","-43,20343",1775499636000,11,492,1775499644000,1775499662000,2026-04-06 16:20:49
B28634,"-22,79596","-43,19438",1775499635000,14,SPB326,1775499644000,1775499662000,2026-04-06 16:20:49
B31031,"-22,83765","-43,28532",1775499532000,0,GARAGEM,1775499644000,1775499653000,2026-04-06 16:20:49
B31080,"-22,84072","-43,27094",1775499633000,0,483,1775499644000,1775499653000,2026-04-06 16:20:49
B31032,"-22,88928","-43,21842",1775499633000,57,483,1775499644000,1775499653000,2026-04-06 16:20:49
B31095,"-22,83665","-43,27768",1775499634000,22,497,1775499644000,1775499653000,2026-04-06 16:20:49
B31004,"-22,96713","-43,18067",1775499636000,33,483,1775499644000,1775499653000,2026-04-06 16:20:49
B31145,"-22,81137","-43,32078",1775499636000,7,906,1775499644000,1775499653000,2026-04-06 16:20:49
B31082,"-22,97916","-43,19095",1775499633000,12,SV483,1775499644000,1775499653000,2026-04-06 16:20:49
B31051,"-22,85347","-43,26118",1775499636000,35,483,1775499644000,1775499653000,2026-04-06 16:20:49
B31070,"-22,92158","-43,17694",1775499637000,0,497,1775499644000,1775499653000,2026-04-06 16:20:49
B31158,"-22,96357","-43,17765",1775499633000,0,485,1775499644000,1775499653000,2026-04-06 16:20:49
B31102,"-22,83786","-43,25595",1775499638000,50,485,1775499644000,1775499653000,2026-04-06 16:20:49
B31061,"-22,88297","-43,23697",1775499634000,51,483,1775499644000,1775499653000,2026-04-06 16:20:49
B31099,"-22,84093","-43,23736",1775499639000,22,485,1775499644000,1775499653000,2026-04-06 16:20:49
B31163,"-22,81527","-43,31045",1775499640000,0,906,1775499644000,1775499653000,2026-04-06 16:20:49
B31046,"-22,86569","-43,22213",1775499641000,0,485,1775499644000,1775499653000,2026-04-06 16:20:49
B31033,"-22,98325","-43,19196",1775499640000,0,485,1775499644000,1775499653000,2026-04-06 16:20:49
B31091,"-22,86765","-43,25486",1775499641000,27,906,1775499644000,1775499653000,2026-04-06 16:20:49
B31047,"-22,97262","-43,18793",1775499640000,0,483,1775499644000,1775499653000,2026-04-06 16:20:49
B31025,"-22,86645","-43,25255",1775499640000,9,497,1775499644000,1775499653000,2026-04-06 16:20:49
B31003,"-22,98467","-43,19824",1775499643000,0,485,1775499644000,1775499653000,2026-04-06 16:20:49
B31076,"-22,98467","-43,19797",1775499641000,0,483,1775499644000,1775499653000,2026-04-06 16:20:49
B31128,"-22,81023","-43,3292",1775499642000,0,906,1775499644000,1775499653000,2026-04-06 16:20:49
B31043,"-22,8714","-43,24632",1775499642000,51,483,1775499644000,1775499653000,2026-04-06 16:20:49
B31005,"-22,96647","-43,17931",1775499642000,20,486,1775499644000,1775499653000,2026-04-06 16:20:49
A72016,"-22,97935","-43,23141",1775499632000,0,410,1775499644000,1775499647000,2026-04-06 16:20:49
A72010,"-22,90517","-43,29172",1775499632000,3,691,1775499644000,1775499647000,2026-04-06 16:20:49
A72065,"-22,94113","-43,17715",1775499635000,27,410,1775499644000,1775499647000,2026-04-06 16:20:49
A72015,"-22,93195","-43,35315",1775499635000,30,691,1775499644000,1775499647000,2026-04-06 16:20:49
A72017,"-22,9994","-43,3575",1775499634000,8,691,1775499644000,1775499647000,2026-04-06 16:20:49
A72097,"-22,91658","-43,26218",1775499634000,35,422,1775499644000,1775499647000,2026-04-06 16:20:49
A72083,"-22,94019","-43,19933",1775499635000,20,422,1775499644000,1775499647000,2026-04-06 16:20:49
A72024,"-22,94246","-43,1804",1775499635000,5,518,1775499644000,1775499647000,2026-04-06 16:20:49
A72023,"-22,94039","-43,17566",1775499634000,40,410,1775499644000,1775499647000,2026-04-06 16:20:49
A72064,"-22,9236","-43,23517",1775499634000,31,410,1775499644000,1775499647000,2026-04-06 16:20:49
A72109,"-22,98189","-43,22372",1775499636000,33,LECD131,1775499644000,1775499647000,2026-04-06 16:20:49
A72019,"-22,93155","-43,17973",1775499635000,18,422,1775499644000,1775499647000,2026-04-06 16:20:49
A72161,"-22,9022","-43,19081",1775499634000,0,010,1775499644000,1775499647000,2026-04-06 16:20:49
B31005,"-22,96647","-43,17931",1775499642000,20,486,1775499644000,1775499683000,2026-04-06 16:20:49
A72169,"-22,91396","-43,1819",1775499636000,5,007,1775499645000,1775499647000,2026-04-06 16:20:49
A72056,"-22,91537","-43,22087",1775499636000,1,422,1775499645000,1775499647000,2026-04-06 16:20:49
A72181,"-22,9144","-43,1819",1775499637000,7,006,1775499645000,1775499647000,2026-04-06 16:20:49
A72030,"-22,89176","-43,28781",1775499637000,14,LECD131,1775499645000,1775499647000,2026-04-06 16:20:49
A72007,"-22,92022","-43,26587",1775499636000,7,422,1775499645000,1775499647000,2026-04-06 16:20:49
A72008,"-22,96092","-43,20874",1775499639000,0,LECD134,1775499645000,1775499647000,2026-04-06 16:20:49
A72143,"-22,94433","-43,16268",1775499637000,42,519,1775499645000,1775499647000,2026-04-06 16:20:49
A72087,"-22,91909","-43,20978",1775499638000,0,LECD134,1775499645000,1775499647000,2026-04-06 16:20:49
A72002,"-22,91837","-43,2247",1775499638000,34,422,1775499645000,1775499647000,2026-04-06 16:20:49
A72039,"-22,9785","-43,22449",1775499639000,13,410,1775499645000,1775499647000,2026-04-06 16:20:49
A72088,"-22,91147","-43,1945",1775499581000,36,410,1775499645000,1775499647000,2026-04-06 16:20:49
A72080,"-22,93078","-43,18592",1775499639000,49,117,1775499645000,1775499647000,2026-04-06 16:20:49
A72162,"-22,93265","-43,17768",1775499639000,20,585,1775499645000,1775499647000,2026-04-06 16:20:49
A72004,"-22,98703","-43,22237",1775499640000,22,LECD131,1775499645000,1775499647000,2026-04-06 16:20:49
A72146,"-22,9385","-43,19313",1775499641000,37,165,1775499645000,1775499647000,2026-04-06 16:20:49
A72056,"-22,91541","-43,22089",1775499640000,5,422,1775499645000,1775499647000,2026-04-06 16:20:49
A72088,"-22,91212","-43,19741",1775499611000,37,410,1775499645000,1775499647000,2026-04-06 16:20:49
A72046,"-22,9","-43,28012",1775499641000,0,691,1775499645000,1775499647000,2026-04-06 16:20:49
A72004,"-22,98697","-43,22239",1775499641000,18,LECD131,1775499645000,1775499647000,2026-04-06 16:20:49
A72064,"-22,92363","-43,23493",1775499637000,26,410,1775499645000,1775499647000,2026-04-06 16:20:49
A72088,"-22,9125","-43,19944",1775499636000,17,410,1775499645000,1775499647000,2026-04-06 16:20:49
A72068,"-22,88976","-43,29173",1775499641000,0,LECD134,1775499645000,1775499647000,2026-04-06 16:20:49
A72071,"-22,91305","-43,19192",1775499638000,0,LECD134,1775499645000,1775499647000,2026-04-06 16:20:49
A72088,"-22,91259","-43,19944",1775499638000,18,410,1775499645000,1775499647000,2026-04-06 16:20:49
C72131,"-22,97931","-43,23135",1775499641000,0,410,1775499645000,1775499647000,2026-04-06 16:20:49
C72001,"-22,92082","-43,21763",1775499642000,0,410,1775499645000,1775499647000,2026-04-06 16:20:49
A72091,"-22,95159","-43,18472",1775499642000,0,LECD131,1775499645000,1775499647000,2026-04-06 16:20:49
B25545,"-22,90237","-43,29904",1775495692000,0,249,1775499645000,1775499654000,2026-04-06 16:20:49
D12133,"-22,8965","-43,56043",1775499636000,0,2383,1775499645000,1775499662000,2026-04-06 16:20:49
C12049,"-22,9118","-43,68739",1775499642000,0,2303,1775499645000,1775499662000,2026-04-06 16:20:49
D12135,"-22,90515","-43,17429",1775499643000,0,2383,1775499645000,1775499662000,2026-04-06 16:20:49
C12007,"-22,90929","-43,1806",1775499579000,0,2335,1775499645000,1775499662000,2026-04-06 16:20:49
B28614,"-22,79652","-43,20444",1775499637000,19,696,1775499645000,1775499662000,2026-04-06 16:20:49
B28508,"-22,82112","-43,22799",1775499639000,25,925,1775499645000,1775499662000,2026-04-06 16:20:49
B28523,"-22,84273","-43,23607",1775499636000,23,616,1775499645000,1775499662000,2026-04-06 16:20:49
B28512,"-22,8228","-43,1766",1775499637000,39,325,1775499645000,1775499662000,2026-04-06 16:20:49
B28507,"-22,86215","-43,22635",1775499637000,28,321,1775499645000,1775499662000,2026-04-06 16:20:49
B28590,"-22,8078","-43,18199",1775499637000,29,696,1775499645000,1775499662000,2026-04-06 16:20:49
B28636,"-22,82496","-43,16922",1775499638000,10,921,1775499645000,1775499662000,2026-04-06 16:20:49
B28533,"-22,83317","-43,23849",1775499637000,18,329,1775499645000,1775499662000,2026-04-06 16:20:49
B28592,"-22,86412","-43,24815",1775499636000,15,329,1775499645000,1775499662000,2026-04-06 16:20:49
B28611,"-22,8494","-43,24633",1775499637000,50,329,1775499645000,1775499662000,2026-04-06 16:20:49
B28587,"-22,83955","-43,23933",1775499637000,0,326,1775499645000,1775499662000,2026-04-06 16:20:49
B28607,"-22,80414","-43,20473",1775499639000,23,TR,1775499645000,1775499662000,2026-04-06 16:20:49
B28703,"-22,90479","-43,20838",1775499639000,17,2343,1775499645000,1775499662000,2026-04-06 16:20:49
B28593,"-22,90897","-43,17107",1775499638000,0,325,1775499645000,1775499662000,2026-04-06 16:20:49
B28507,"-22,86242","-43,22628",1775499640000,29,321,1775499645000,1775499662000,2026-04-06 16:20:49
B28553,"-22,81872","-43,19448",1775499639000,27,SP324,1775499645000,1775499662000,2026-04-06 16:20:49
B28570,"-22,90543","-43,19278",1775499639000,0,321,1775499645000,1775499662000,2026-04-06 16:20:49
B28601,"-22,89387","-43,21574",1775499640000,55,321,1775499645000,1775499662000,2026-04-06 16:20:49
D86171,"-22,99376","-43,59404",1775499638000,33,857,1775499645000,1775499666000,2026-04-06 16:20:49
D86200,"-22,96201","-43,58385",1775499639000,46,820,1775499645000,1775499666000,2026-04-06 16:20:49
D86310,"-22,99678","-43,62716",1775499637000,0,856,1775499645000,1775499666000,2026-04-06 16:20:49
D86254,"-22,95559","-43,57755",1775499640000,0,856,1775499645000,1775499666000,2026-04-06 16:20:49
D86221,"-22,85406","-43,38371",1775499639000,0,SV853,1775499645000,1775499666000,2026-04-06 16:20:49
D86309,"-22,87567","-43,46897",1775499639000,22,918,1775499645000,1775499666000,2026-04-06 16:20:49
D86051,"-22,90729","-43,56057",1775499638000,0,857,1775499645000,1775499666000,2026-04-06 16:20:49
D86024,"-22,96566","-43,64752",1775499639000,0,871,1775499645000,1775499666000,2026-04-06 16:20:49
D86742,"-22,92865","-43,57339",1775499640000,7,2803,1775499645000,1775499666000,2026-04-06 16:20:49
D86040,"-22,99607","-43,62278",1775499639000,14,857,1775499645000,1775499666000,2026-04-06 16:20:49
D86231,"-22,88393","-43,55678",1775499638000,5,SV853,1775499645000,1775499666000,2026-04-06 16:20:49
D86128,"-22,9509","-43,6055",1775499639000,22,838,1775499645000,1775499666000,2026-04-06 16:20:49
D86242,"-22,8786","-43,42921",1775499638000,3,855,1775499645000,1775499666000,2026-04-06 16:20:49
D86322,"-22,93753","-43,57616",1775499640000,33,853,1775499645000,1775499666000,2026-04-06 16:20:49
D86260,"-22,87968","-43,46313",1775499639000,20,855,1775499645000,1775499666000,2026-04-06 16:20:49
D86362,"-22,99392","-43,59599",1775499640000,0,883,1775499645000,1775499666000,2026-04-06 16:20:49
D86205,"-22,89281","-43,53197",1775499639000,30,864,1775499645000,1775499666000,2026-04-06 16:20:49
D86162,"-22,912","-43,56492",1775499640000,11,838,1775499645000,1775499666000,2026-04-06 16:20:49
D86330,"-22,88481","-43,55036",1775499639000,38,853,1775499645000,1775499666000,2026-04-06 16:20:49
D86125,"-22,90315","-43,55569",1775499639000,0,884,1775499645000,1775499666000,2026-04-06 16:20:49
D86286,"-22,90231","-43,54927",1775499640000,27,855,1775499645000,1775499666000,2026-04-06 16:20:49
D86763,"-22,99872","-43,36378",1775499640000,18,2803,1775499645000,1775499666000,2026-04-06 16:20:49
D86022,"-22,94859","-43,64092",1775499640000,27,897,1775499645000,1775499666000,2026-04-06 16:20:49
D86017,"-22,88346","-43,49221",1775499641000,25,SP864,1775499645000,1775499666000,2026-04-06 16:20:49
D86142,"-22,90254","-43,56027",1775499641000,11,838,1775499645000,1775499666000,2026-04-06 16:20:49
D86198,"-22,91427","-43,55147",1775499640000,0,845,1775499645000,1775499666000,2026-04-06 16:20:49
D86029,"-22,87546","-43,44257",1775499640000,20,855,1775499645000,1775499666000,2026-04-06 16:20:49
D86283,"-22,90854","-43,56453",1775499640000,0,855,1775499645000,1775499666000,2026-04-06 16:20:49
D86244,"-22,99081","-43,57878",1775499640000,25,854,1775499645000,1775499666000,2026-04-06 16:20:49
D86207,"-22,91459","-43,55214",1775499641000,29,837,1775499645000,1775499666000,2026-04-06 16:20:49
D86265,"-22,97975","-43,64087",1775499640000,0,884,1775499645000,1775499666000,2026-04-06 16:20:49
D86026,"-22,87549","-43,46147",1775499641000,12,918,1775499645000,1775499666000,2026-04-06 16:20:49
D86003,"-22,89034","-43,52532",1775499640000,0,SP864,1775499645000,1775499666000,2026-04-06 16:20:49
D86042,"-22,97669","-43,63794",1775499640000,12,SV866,1775499645000,1775499666000,2026-04-06 16:20:49
D86038,"-22,96699","-43,64165",1775499641000,25,897,1775499645000,1775499666000,2026-04-06 16:20:49
D86269,"-23,01972","-43,54489",1775499641000,0,867,1775499645000,1775499666000,2026-04-06 16:20:49
D86190,"-22,88913","-43,48006",1775499640000,3,802,1775499645000,1775499666000,2026-04-06 16:20:49
D86235,"-23,03383","-43,56272",1775499641000,31,867,1775499645000,1775499666000,2026-04-06 16:20:49
D86062,"-22,87947","-43,50506",1775499641000,12,SP864,1775499645000,1775499666000,2026-04-06 16:20:49
D86122,"-22,91429","-43,55171",1775499642000,0,857,1775499645000,1775499666000,2026-04-06 16:20:49
D86338,"-22,90616","-43,56409",1775499641000,11,838,1775499645000,1775499666000,2026-04-06 16:20:49
D86081,"-22,90264","-43,5606",1775499641000,7,852,1775499645000,1775499666000,2026-04-06 16:20:49
D86078,"-22,96831","-43,6222",1775499641000,0,SV866,1775499645000,1775499666000,2026-04-06 16:20:49
D86342,"-22,87874","-43,41522",1775499641000,25,864,1775499645000,1775499666000,2026-04-06 16:20:49
D86114,"-22,90941","-43,55946",1775499642000,0,857,1775499645000,1775499666000,2026-04-06 16:20:49
D86356,"-22,98014","-43,58752",1775499642000,40,883,1775499645000,1775499666000,2026-04-06 16:20:49
D86091,"-22,98962","-43,6517",1775499641000,46,852,1775499645000,1775499666000,2026-04-06 16:20:49
D86211,"-22,88635","-43,48065",1775499643000,22,802,1775499645000,1775499666000,2026-04-06 16:20:49
D86133,"-22,86476","-43,39993",1775499643000,22,SP918,1775499645000,1775499666000,2026-04-06 16:20:49
D86252,"-22,90085","-43,54971",1775499643000,2,864,1775499645000,1775499666000,2026-04-06 16:20:49
D86015,"-22,90184","-43,55032",1775499642000,35,SP864,1775499645000,1775499666000,2026-04-06 16:20:49
D86054,"-22,99982","-43,63409",1775499642000,0,857,1775499645000,1775499666000,2026-04-06 16:20:49
D86097,"-23,05639","-43,55942",1775499642000,37,867,1775499645000,1775499666000,2026-04-06 16:20:49
D86761,"-23,01859","-43,50705",1775499642000,61,2804,1775499645000,1775499666000,2026-04-06 16:20:49
D86005,"-22,96169","-43,60896",1775499642000,25,866,1775499645000,1775499666000,2026-04-06 16:20:49
D86112,"-22,90168","-43,55601",1775499643000,16,843,1775499645000,1775499666000,2026-04-06 16:20:49
D86115,"-22,92693","-43,57211",1775499643000,1,838,1775499645000,1775499666000,2026-04-06 16:20:49
D86075,"-22,93701","-43,66731",1775499643000,14,871,1775499645000,1775499666000,2026-04-06 16:20:49
D86201,"-22,90294","-43,55567",1775499643000,0,SP864,1775499645000,1775499666000,2026-04-06 16:20:49
D86101,"-22,99568","-43,54354",1775499643000,35,867,1775499645000,1775499666000,2026-04-06 16:20:49
D86135,"-22,9683","-43,62214",1775499643000,0,855,1775499645000,1775499666000,2026-04-06 16:20:49
D86181,"-22,93831","-43,5778",1775499642000,27,884,1775499645000,1775499666000,2026-04-06 16:20:49
D53515,"-22,8844","-43,49484",1775499634000,0,3,1775499645000,1775499670000,2026-04-06 16:20:49
D53604,"-22,91571","-43,68365",1775499635000,0,388,1775499645000,1775499670000,2026-04-06 16:20:49
D53558,"-22,8305","-43,34535",1775499635000,0,759,1775499645000,1775499670000,2026-04-06 16:20:49
D53534,"-22,85384","-43,39527",1775499636000,44,759,1775499645000,1775499670000,2026-04-06 16:20:49
D53528,"-22,87968","-43,50385",1775499636000,20,788,1775499645000,1775499670000,2026-04-06 16:20:49
D53925,"-22,89741","-43,48693",1775499636000,0,2310,1775499645000,1775499670000,2026-04-06 16:20:49
D53647,"-22,90182","-43,55478",1775499635000,0,847,1775499645000,1775499670000,2026-04-06 16:20:49
D53550,"-22,88967","-43,21811",1775499636000,50,SR397,1775499645000,1775499670000,2026-04-06 16:20:49
D53595,"-22,88142","-43,63352",1775499637000,48,759,1775499645000,1775499670000,2026-04-06 16:20:49
D53545,"-22,90208","-43,55464",1775499636000,3,786,1775499645000,1775499670000,2026-04-06 16:20:49
D53638,"-22,83334","-43,34168",1775499637000,0,759,1775499645000,1775499670000,2026-04-06 16:20:49
D53523,"-22,8756","-43,44088",1775499637000,40,786,1775499645000,1775499670000,2026-04-06 16:20:49
D53584,"-22,93504","-43,65639",1775499638000,0,759,1775499645000,1775499670000,2026-04-06 16:20:49
D53591,"-22,9195","-43,6845",1775499638000,12,SP759,1775499645000,1775499670000,2026-04-06 16:20:49
D53609,"-22,8618","-43,45198",1775499639000,20,819,1775499645000,1775499670000,2026-04-06 16:20:49
D53530,"-22,89143","-43,21488",1775499637000,14,SR388,1775499645000,1775499670000,2026-04-06 16:20:49
D53529,"-22,8787","-43,42857",1775499639000,0,786,1775499645000,1775499670000,2026-04-06 16:20:49
D53923,"-22,86592","-43,24763",1775499637000,50,2310,1775499645000,1775499670000,2026-04-06 16:20:49
D53680,"-22,84832","-43,46533",1775499640000,14,819,1775499645000,1775499670000,2026-04-06 16:20:49
D53538,"-22,88344","-43,4914",1775499640000,29,397,1775499645000,1775499670000,2026-04-06 16:20:49
D53549,"-22,9021","-43,55484",1775499641000,0,397,1775499645000,1775499670000,2026-04-06 16:20:49
D53646,"-22,90821","-43,5354",1775499640000,18,848,1775499645000,1775499670000,2026-04-06 16:20:49
D53566,"-22,88913","-43,22209",1775499640000,42,SR397,1775499645000,1775499670000,2026-04-06 16:20:49
D53527,"-22,93493","-43,65666",1775499640000,0,388,1775499645000,1775499670000,2026-04-06 16:20:49
D53618,"-22,92166","-43,68007",1775499642000,1,388,1775499645000,1775499670000,2026-04-06 16:20:49
D53571,"-22,90358","-43,18578",1775499641000,29,397,1775499645000,1775499670000,2026-04-06 16:20:49
D53562,"-22,90221","-43,5485",1775499641000,29,848,1775499645000,1775499670000,2026-04-06 16:20:49
D53637,"-22,92037","-43,68135",1775499640000,25,759,1775499645000,1775499670000,2026-04-06 16:20:49
D53511,"-22,86142","-43,39302",1775499638000,33,788,1775499645000,1775499670000,2026-04-06 16:20:49
D53568,"-22,90161","-43,18008",1775499643000,0,SR397,1775499645000,1775499670000,2026-04-06 16:20:49
D53536,"-22,86077","-43,4522",1775499643000,50,SR388,1775499645000,1775499670000,2026-04-06 16:20:49
D53581,"-22,90175","-43,55033",1775499643000,5,397,1775499645000,1775499670000,2026-04-06 16:20:49
D53622,"-22,91643","-43,53671",1775499644000,12,846,1775499645000,1775499670000,2026-04-06 16:20:49
D53552,"-22,88443","-43,49548",1775499643000,0,3,1775499645000,1775499670000,2026-04-06 16:20:49
B58029,"-22,90331","-43,27924",1775499604000,0,679,1775499645000,1775499674000,2026-04-06 16:20:49
B58029,"-22,90347","-43,27901",1775499622000,16,679,1775499645000,1775499674000,2026-04-06 16:20:49
B58062,"-22,89894","-43,22323",1775499635000,24,312,1775499645000,1775499674000,2026-04-06 16:20:49
B58072,"-22,90231","-43,26952",1775499634000,30,623,1775499645000,1775499674000,2026-04-06 16:20:49
B58003,"-22,89966","-43,22753",1775499635000,31,313,1775499645000,1775499674000,2026-04-06 16:20:49
B58033,"-22,92429","-43,25216",1775499636000,24,621,1775499645000,1775499674000,2026-04-06 16:20:49
B58012,"-22,83777","-43,28473",1775499634000,17,628,1775499645000,1775499674000,2026-04-06 16:20:49
