ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao
C30230,"-22,98682","-43,30603",1775499635000,30,343,1775499643000,1775499662000,2026-04-06 16:20:49
C47687,"-22,94039","-43,38418",1775499573000,28,390,1775499643000,1775499662000,2026-04-06 16:20:49
D13230,"-22,95301","-43,34881",1775499635000,0,862,1775499643000,1775499662000,2026-04-06 16:20:49
C47464,"-22,95256","-43,34913",1775499635000,21,361,1775499643000,1775499662000,2026-04-06 16:20:49
C47739,"-22,92267","-43,25854",1775499634000,29,601,1775499643000,1775499662000,2026-04-06 16:20:49
C47572,"-22,98558","-43,193",1775499633000,21,553,1775499643000,1775499662000,2026-04-06 16:20:49
C47540,"-22,92079","-43,22424",1775499635000,0,600,1775499643000,1775499662000,2026-04-06 16:20:49
D13084,"-23,00172","-43,36766",1775499634000,19,880,1775499643000,1775499662000,2026-04-06 16:20:49
D13251,"-23,00153","-43,3658",1775499634000,1,614,1775499643000,1775499662000,2026-04-06 16:20:49
C13040,"-22,92379","-43,35849",1775499634000,0,987,1775499643000,1775499662000,2026-04-06 16:20:49
C47585,"-22,9265","-43,31614",1775499634000,65,601,1775499643000,1775499662000,2026-04-06 16:20:49
C13030,"-22,91899","-43,36521",1775499634000,11,861,1775499643000,1775499662000,2026-04-06 16:20:49
C47608,"-22,90185","-43,27543",1775499634000,0,692,1775499643000,1775499662000,2026-04-06 16:20:49
C47494,"-22,87908","-43,27169",1775499636000,11,611,1775499643000,1775499662000,2026-04-06 16:20:49
D13010,"-22,91762","-43,28226",1775499606000,0,341,1775499643000,1775499662000,2026-04-06 16:20:49
C30364,"-22,97857","-43,36489",1775499632000,23,900,1775499643000,1775499662000,2026-04-06 16:20:49
C47934,"-22,95178","-43,34851",1775499633000,0,2114,1775499643000,1775499662000,2026-04-06 16:20:49
C47877,"-22,91699","-43,26281",1775499635000,28,306,1775499643000,1775499662000,2026-04-06 16:20:49
C47572,"-22,98561","-43,19313",1775499635000,23,553,1775499643000,1775499662000,2026-04-06 16:20:49
C47691,"-23,02512","-43,52168",1775499636000,6,554,1775499643000,1775499662000,2026-04-06 16:20:49
C30067,"-22,96751","-43,33607",1775499636000,0,557,1775499643000,1775499662000,2026-04-06 16:20:49
C30108,"-22,94987","-43,34792",1775499636000,26,766,1775499643000,1775499662000,2026-04-06 16:20:49
C47610,"-22,97641","-43,41425",1775499636000,0,368,1775499643000,1775499662000,2026-04-06 16:20:49
C30193,"-22,98117","-43,40973",1775499636000,17,881,1775499643000,1775499662000,2026-04-06 16:20:49
D13137,"-22,88224","-43,44031",1775499067000,0,801,1775499643000,1775499662000,2026-04-06 16:20:49
D13353,"-23,01047","-43,2974",1775499636000,0,844,1775499643000,1775499662000,2026-04-06 16:20:49
C47971,"-22,95225","-43,34816",1775499636000,0,2114,1775499643000,1775499662000,2026-04-06 16:20:49
C47491,"-23,00504","-43,43149",1775499635000,23,361,1775499643000,1775499662000,2026-04-06 16:20:49
D13507,"-22,88318","-43,49035",1775499636000,17,803,1775499643000,1775499662000,2026-04-06 16:20:49
C30216,"-22,92606","-43,37112",1775499636000,41,900,1775499643000,1775499662000,2026-04-06 16:20:49
C47465,"-22,98976","-43,36615",1775499635000,0,315,1775499643000,1775499662000,2026-04-06 16:20:49
D13010,"-22,91756","-43,2822",1775499621000,13,341,1775499643000,1775499662000,2026-04-06 16:20:49
C30110,"-22,92367","-43,37439",1775499635000,6,881,1775499643000,1775499662000,2026-04-06 16:20:49
D13331,"-22,91637","-43,2493",1775499636000,0,341,1775499643000,1775499662000,2026-04-06 16:20:49
D13330,"-22,92297","-43,23273",1775499636000,11,600,1775499643000,1775499662000,2026-04-06 16:20:49
C30054,"-22,99911","-43,26954",1775499635000,45,557,1775499643000,1775499662000,2026-04-06 16:20:49
D13167,"-22,93829","-43,35018",1775499635000,26,878,1775499643000,1775499662000,2026-04-06 16:20:49
C30079,"-22,97724","-43,19271",1775499636000,0,557,1775499643000,1775499662000,2026-04-06 16:20:49
D13234,"-22,94211","-43,34137",1775499635000,0,829,1775499643000,1775499662000,2026-04-06 16:20:49
C47509,"-22,95171","-43,34868",1775499637000,0,692,1775499643000,1775499662000,2026-04-06 16:20:49
C47584,"-22,91701","-43,26179",1775499636000,33,390,1775499643000,1775499662000,2026-04-06 16:20:49
D13148,"-22,9033","-43,30428",1775499636000,25,614,1775499643000,1775499662000,2026-04-06 16:20:49
D13238,"-22,9557","-43,3404",1775499635000,30,862,1775499643000,1775499662000,2026-04-06 16:20:49
C47738,"-22,98055","-43,49088",1775499636000,0,613,1775499643000,1775499662000,2026-04-06 16:20:49
D13218,"-22,95173","-43,34856",1775499636000,0,863,1775499643000,1775499662000,2026-04-06 16:20:49
D13281,"-22,95867","-43,38283",1775499635000,21,348,1775499643000,1775499662000,2026-04-06 16:20:49
D13065,"-22,93585","-43,37199",1775499637000,0,803,1775499643000,1775499662000,2026-04-06 16:20:49
C47784,"-22,92281","-43,29782",1775499636000,23,390,1775499643000,1775499662000,2026-04-06 16:20:49
C30032,"-23,00029","-43,35693",1775499636000,38,565,1775499643000,1775499662000,2026-04-06 16:20:49
C47736,"-23,03019","-43,47604",1775499637000,18,961,1775499643000,1775499662000,2026-04-06 16:20:49
D13088,"-23,00644","-43,31659",1775499635000,40,863,1775499643000,1775499662000,2026-04-06 16:20:49
C30040,"-22,95273","-43,35209",1775499636000,0,565,1775499643000,1775499662000,2026-04-06 16:20:49
C47471,"-22,90511","-43,20964",1775499574000,52,361,1775499643000,1775499662000,2026-04-06 16:20:49
D13274,"-22,95933","-43,38699",1775499636000,31,611,1775499643000,1775499662000,2026-04-06 16:20:49
C30357,"-22,91591","-43,36134",1775499636000,0,565,1775499643000,1775499662000,2026-04-06 16:20:49
C30114,"-22,99899","-43,27071",1775499636000,11,555,1775499643000,1775499662000,2026-04-06 16:20:49
D13066,"-22,88379","-43,39961",1775499636000,0,SP803,1775499643000,1775499662000,2026-04-06 16:20:49
C47746,"-22,90693","-43,30697",1775499636000,0,613,1775499643000,1775499662000,2026-04-06 16:20:49
C47570,"-22,91922","-43,26167",1775499636000,0,353,1775499643000,1775499662000,2026-04-06 16:20:49
C47722,"-22,97188","-43,18438",1775499637000,0,552,1775499643000,1775499662000,2026-04-06 16:20:49
C47564,"-22,97646","-43,41434",1775499637000,0,368,1775499643000,1775499662000,2026-04-06 16:20:49
D13141,"-22,93775","-43,35031",1775499637000,21,878,1775499643000,1775499662000,2026-04-06 16:20:49
C47994,"-22,93237","-43,34934",1775499636000,0,2114,1775499643000,1775499662000,2026-04-06 16:20:49
C47884,"-23,00725","-43,30864",1775499636000,45,552,1775499643000,1775499662000,2026-04-06 16:20:49
C30015,"-22,95363","-43,35682",1775499634000,30,932,1775499643000,1775499662000,2026-04-06 16:20:49
D13017,"-22,95812","-43,35111",1775499637000,10,880,1775499643000,1775499662000,2026-04-06 16:20:49
D13051,"-22,92111","-43,36983",1775499637000,10,801,1775499643000,1775499662000,2026-04-06 16:20:49
C47906,"-22,92352","-43,28304",1775499636000,36,2114,1775499643000,1775499662000,2026-04-06 16:20:49
D13072,"-22,87852","-43,4297",1775499637000,0,803,1775499643000,1775499662000,2026-04-06 16:20:49
C47737,"-22,92601","-43,24541",1775499636000,20,601,1775499643000,1775499662000,2026-04-06 16:20:49
D13268,"-22,95657","-43,39394",1775499637000,0,861,1775499643000,1775499662000,2026-04-06 16:20:49
C47623,"-22,95278","-43,34875",1775499628000,0,613,1775499643000,1775499662000,2026-04-06 16:20:49
C30187,"-22,95075","-43,34814",1775499638000,0,565,1775499643000,1775499662000,2026-04-06 16:20:49
C47787,"-22,87778","-43,27462",1775499636000,21,613,1775499643000,1775499662000,2026-04-06 16:20:49
C47750,"-22,94295","-43,17446",1775499634000,40,LECD137,1775499643000,1775499662000,2026-04-06 16:20:49
C30099,"-23,02172","-43,48237",1775499637000,0,954,1775499643000,1775499662000,2026-04-06 16:20:49
C30334,"-22,98747","-43,43322",1775499635000,38,954,1775499643000,1775499662000,2026-04-06 16:20:49
D13340,"-22,92122","-43,37",1775499638000,7,636,1775499643000,1775499662000,2026-04-06 16:20:49
C30053,"-22,96904","-43,33564",1775499638000,6,550,1775499643000,1775499662000,2026-04-06 16:20:49
C47560,"-22,9085","-43,17457",1775499638000,8,LECD137,1775499643000,1775499662000,2026-04-06 16:20:49
C47464,"-22,95267","-43,34904",1775499638000,13,361,1775499643000,1775499662000,2026-04-06 16:20:49
C47545,"-22,99161","-43,36549",1775499637000,33,692,1775499643000,1775499662000,2026-04-06 16:20:49
C47460,"-22,92081","-43,22393",1775499638000,22,600,1775499643000,1775499662000,2026-04-06 16:20:49
D13084,"-23,00181","-43,3676",1775499636000,21,880,1775499643000,1775499662000,2026-04-06 16:20:49
C47621,"-22,95432","-43,17871",1775499636000,0,554,1775499643000,1775499662000,2026-04-06 16:20:49
C30101,"-22,92378","-43,37454",1775499638000,0,954,1775499643000,1775499662000,2026-04-06 16:20:49
C30091,"-23,00712","-43,30284",1775499637000,25,555,1775499643000,1775499662000,2026-04-06 16:20:49
D13507,"-22,88309","-43,49039",1775499638000,20,803,1775499643000,1775499662000,2026-04-06 16:20:49
C47983,"-22,92405","-43,31298",1775499638000,31,2114,1775499643000,1775499662000,2026-04-06 16:20:49
C30343,"-22,97891","-43,33353",1775499639000,15,550,1775499643000,1775499662000,2026-04-06 16:20:49
C47574,"-22,95203","-43,34851",1775499638000,0,607,1775499643000,1775499662000,2026-04-06 16:20:49
C47877,"-22,9168","-43,26294",1775499638000,32,306,1775499643000,1775499662000,2026-04-06 16:20:49
C47651,"-23,02264","-43,48255",1775499638000,20,361,1775499643000,1775499662000,2026-04-06 16:20:49
C47682,"-22,97791","-43,18888",1775499637000,0,553,1775499643000,1775499662000,2026-04-06 16:20:49
D13105,"-22,91614","-43,37725",1775499638000,10,803,1775499643000,1775499662000,2026-04-06 16:20:49
C47590,"-23,02148","-43,48265",1775499636000,0,553,1775499643000,1775499662000,2026-04-06 16:20:49
D13285,"-22,91438","-43,23341",1775499638000,11,306,1775499643000,1775499662000,2026-04-06 16:20:49
D13010,"-22,91679","-43,28146",1775499634000,38,341,1775499643000,1775499662000,2026-04-06 16:20:49
C30021,"-22,93296","-43,35282",1775499639000,0,565,1775499643000,1775499662000,2026-04-06 16:20:49
C47993,"-22,87993","-43,3569",1775499637000,1,2111,1775499643000,1775499662000,2026-04-06 16:20:49
C47648,"-23,0004","-43,36245",1775499639000,45,LECD129,1775499643000,1775499663000,2026-04-06 16:20:49
C30193,"-22,98123","-43,40958",1775499639000,22,881,1775499643000,1775499663000,2026-04-06 16:20:49
C47649,"-22,95677","-43,39403",1775499638000,0,390,1775499643000,1775499663000,2026-04-06 16:20:49
C47776,"-23,01238","-43,32118",1775499639000,0,552,1775499643000,1775499663000,2026-04-06 16:20:49
D13015,"-22,89529","-43,43746",1775499638000,18,SP801,1775499643000,1775499663000,2026-04-06 16:20:49
D13137,"-22,882","-43,44006",1775499082000,11,801,1775499643000,1775499663000,2026-04-06 16:20:49
D13164,"-22,98697","-43,30731",1775499639000,1,878,1775499643000,1775499663000,2026-04-06 16:20:49
C30115,"-22,918","-43,36101",1775499638000,12,859,1775499643000,1775499663000,2026-04-06 16:20:49
C47906,"-22,92367","-43,28291",1775499638000,34,2114,1775499643000,1775499663000,2026-04-06 16:20:49
D13171,"-22,93917","-43,3443",1775499638000,35,878,1775499643000,1775499663000,2026-04-06 16:20:49
C30020,"-22,99442","-43,25702",1775499639000,28,565,1775499643000,1775499663000,2026-04-06 16:20:49
C30060,"-22,98655","-43,20276",1775499638000,0,557,1775499643000,1775499663000,2026-04-06 16:20:49
D13319,"-22,88041","-43,35688",1775499639000,0,878,1775499643000,1775499663000,2026-04-06 16:20:49
D13010,"-22,91681","-43,28113",1775499637000,40,341,1775499643000,1775499663000,2026-04-06 16:20:49
C47866,"-22,88687","-43,30421",1775499638000,0,692,1775499643000,1775499663000,2026-04-06 16:20:49
C47635,"-23,03014","-43,47606",1775499626000,13,553,1775499643000,1775499663000,2026-04-06 16:20:49
C30075,"-22,97642","-43,33474",1775499639000,0,557,1775499643000,1775499663000,2026-04-06 16:20:49
C30072,"-22,96953","-43,18655",1775499639000,5,557,1775499643000,1775499663000,2026-04-06 16:20:49
C30347,"-22,88085","-43,32346",1775499638000,1,766,1775499643000,1775499663000,2026-04-06 16:20:49
C30108,"-22,94997","-43,34781",1775499638000,28,766,1775499643000,1775499663000,2026-04-06 16:20:49
C13007,"-22,92706","-43,3733",1775499638000,0,611,1775499643000,1775499663000,2026-04-06 16:20:49
C30015,"-22,95369","-43,35704",1775499638000,26,932,1775499643000,1775499663000,2026-04-06 16:20:49
C47642,"-23,00056","-43,34141",1775499544000,44,LECD129,1775499643000,1775499663000,2026-04-06 16:20:49
C47554,"-22,95225","-43,34874",1775499637000,0,554,1775499643000,1775499663000,2026-04-06 16:20:49
C47890,"-22,91455","-43,38088",1775499638000,0,341,1775499643000,1775499663000,2026-04-06 16:20:49
C47642,"-23,00065","-43,33954",1775499574000,0,LECD129,1775499643000,1775499663000,2026-04-06 16:20:49
D13104,"-22,88042","-43,47556",1775499638000,6,803,1775499643000,1775499663000,2026-04-06 16:20:49
D13251,"-23,00152","-43,36583",1775499638000,5,614,1775499643000,1775499663000,2026-04-06 16:20:49
D13004,"-22,89397","-43,39725",1775499640000,0,801,1775499643000,1775499663000,2026-04-06 16:20:49
C47966,"-22,91047","-43,22173",1775499639000,38,2114,1775499643000,1775499663000,2026-04-06 16:20:49
C47471,"-22,90144","-43,20986",1775499604000,51,361,1775499643000,1775499663000,2026-04-06 16:20:49
C47642,"-23,00072","-43,33817",1775499604000,29,LECD129,1775499643000,1775499663000,2026-04-06 16:20:49
D13137,"-22,88201","-43,43999",1775499084000,11,801,1775499643000,1775499663000,2026-04-06 16:20:49
C30348,"-22,97911","-43,22288",1775499640000,0,550,1775499643000,1775499663000,2026-04-06 16:20:49
D13053,"-22,88872","-43,43679",1775499639000,0,801,1775499643000,1775499663000,2026-04-06 16:20:49
C30180,"-23,00801","-43,30349",1775499640000,7,555,1775499643000,1775499663000,2026-04-06 16:20:49
C47737,"-22,92607","-43,24531",1775499638000,22,601,1775499643000,1775499663000,2026-04-06 16:20:49
C47732,"-22,92689","-43,34529",1775499640000,34,306,1775499643000,1775499663000,2026-04-06 16:20:49
B10107,"-22,89893","-43,24053",1775499639000,31,634,1775499643000,1775499674000,2026-04-06 16:20:49
B11544,"-22,81874","-43,30889",1775499641000,61,SR378,1775499643000,1775499676000,2026-04-06 16:20:49
C27186,"-22,84439","-43,32518",1775499641000,12,LECD142,1775499643000,1775499681000,2026-04-06 16:20:49
D86228,"-22,9783","-43,58962",1775499636000,50,883,1775499644000,1775499666000,2026-04-06 16:20:49
D86313,"-22,84107","-43,27677",1775499636000,31,918,1775499644000,1775499666000,2026-04-06 16:20:49
D86317,"-22,85389","-43,38343",1775499639000,0,853,1775499644000,1775499666000,2026-04-06 16:20:49
D86273,"-22,85534","-43,32916",1775499638000,0,918,1775499644000,1775499666000,2026-04-06 16:20:49
D86282,"-22,99356","-43,59668",1775499639000,0,SV853,1775499644000,1775499666000,2026-04-06 16:20:49
D86009,"-22,90246","-43,55006",1775499637000,22,SP864,1775499644000,1775499666000,2026-04-06 16:20:49
D86776,"-22,96293","-43,58586",1775499638000,22,2803,1775499644000,1775499666000,2026-04-06 16:20:49
D86213,"-22,88494","-43,46352",1775499636000,35,802,1775499644000,1775499666000,2026-04-06 16:20:49
D86271,"-22,84376","-43,26944",1775499637000,37,918,1775499644000,1775499666000,2026-04-06 16:20:49
D86167,"-22,88168","-43,49953",1775499636000,0,864,1775499644000,1775499666000,2026-04-06 16:20:49
D86765,"-22,85616","-43,4929",1775499638000,12,2803,1775499644000,1775499666000,2026-04-06 16:20:49
D86164,"-22,90814","-43,56453",1775499637000,0,838,1775499644000,1775499666000,2026-04-06 16:20:49
D86234,"-22,85529","-43,49258",1775499638000,24,SV853,1775499644000,1775499666000,2026-04-06 16:20:49
D86099,"-22,98821","-43,59254",1775499636000,57,853,1775499644000,1775499666000,2026-04-06 16:20:49
D86301,"-22,92352","-43,56709",1775499637000,12,856,1775499644000,1775499666000,2026-04-06 16:20:49
D86354,"-22,88269","-43,48677",1775499637000,0,883,1775499644000,1775499666000,2026-04-06 16:20:49
D86347,"-22,87828","-43,43206",1775499638000,0,864,1775499644000,1775499666000,2026-04-06 16:20:49
D86068,"-22,88626","-43,47641",1775499638000,1,802,1775499644000,1775499666000,2026-04-06 16:20:49
D86090,"-22,94513","-43,59586",1775499638000,0,884,1775499644000,1775499666000,2026-04-06 16:20:49
D86225,"-22,86517","-43,42041",1775499638000,33,SV853,1775499644000,1775499666000,2026-04-06 16:20:49
D86745,"-22,89192","-43,55926",1775499638000,55,2803,1775499644000,1775499666000,2026-04-06 16:20:49
D86240,"-22,96822","-43,62202",1775499638000,0,855,1775499644000,1775499666000,2026-04-06 16:20:49
D86307,"-22,90151","-43,55515",1775499638000,0,884,1775499644000,1775499666000,2026-04-06 16:20:49
C30039,"-22,97763","-43,22235",1775499639000,5,565,1775499644000,1775499663000,2026-04-06 16:20:49
C47642,"-23,00088","-43,33545",1775499634000,10,LECD129,1775499644000,1775499663000,2026-04-06 16:20:49
C30376,"-22,94731","-43,33974",1775499640000,0,SPA550,1775499644000,1775499663000,2026-04-06 16:20:49
D13056,"-22,95649","-43,34983",1775499640000,32,SV863,1775499644000,1775499663000,2026-04-06 16:20:49
D13179,"-22,90244","-43,18295",1775499630000,36,341,1775499644000,1775499663000,2026-04-06 16:20:49
C13030,"-22,91887","-43,36517",1775499638000,13,861,1775499644000,1775499663000,2026-04-06 16:20:49
D13332,"-22,95453","-43,3576",1775499639000,32,880,1775499644000,1775499663000,2026-04-06 16:20:49
C30100,"-22,95609","-43,37825",1775499639000,32,954,1775499644000,1775499663000,2026-04-06 16:20:49
C47982,"-22,91473","-43,24059",1775499639000,18,2114,1775499644000,1775499663000,2026-04-06 16:20:49
C47472,"-23,03075","-43,47257",1775499640000,0,361,1775499644000,1775499663000,2026-04-06 16:20:49
C47687,"-22,93943","-43,38422",1775499603000,15,390,1775499644000,1775499663000,2026-04-06 16:20:49
C13143,"-23,00772","-43,30427",1775499639000,33,863,1775499644000,1775499663000,2026-04-06 16:20:49
C30204,"-22,91884","-43,35992",1775499640000,0,859,1775499644000,1775499663000,2026-04-06 16:20:49
C47690,"-23,00368","-43,42518",1775499638000,0,554,1775499644000,1775499663000,2026-04-06 16:20:49
C47455,"-23,01257","-43,5197",1775499637000,47,554,1775499644000,1775499663000,2026-04-06 16:20:49
C13145,"-22,95283","-43,34876",1775499610000,0,341,1775499644000,1775499663000,2026-04-06 16:20:49
C47471,"-22,89914","-43,2102",1775499624000,36,361,1775499644000,1775499663000,2026-04-06 16:20:49
C47885,"-22,9119","-43,36044",1775499640000,16,306,1775499644000,1775499663000,2026-04-06 16:20:49
C47524,"-23,00055","-43,39742",1775499640000,14,361,1775499644000,1775499663000,2026-04-06 16:20:49
C47786,"-22,91315","-43,22717",1775499640000,0,353,1775499644000,1775499663000,2026-04-06 16:20:49
C30375,"-22,92565","-43,31517",1775499640000,0,766,1775499644000,1775499663000,2026-04-06 16:20:49
